row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
100,100,100,TÀI SẢN NGẮN HẠN,,1.442.493.727.604,895.757.954.126,,,1442493727604.0,895757954126.0
110,110,110,Tiền và các khoản tương đương tiền,3,1.013.594.183.927,493.382.114.203,,3.0,1013594183927.0,493382114203.0
111,111,111,Tiền,,651.672.196.498,119.703.575.821,,,651672196498.0,119703575821.0
112,112,112,Các khoản tương đương tiền,,361.921.987.429,373.678.538.382,,,361921987429.0,373678538382.0
120,120,120,Đầu tư tài chính ngắn hạn,,98.700.000.000,7.500.000.000,,,98700000000.0,7500000000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,9(a),98.700.000.000,7.500.000.000,,,98700000000.0,7500000000.0
130,130,130,Các khoản phải thu ngắn hạn,,232.334.387.079,268.111.036.427,,,232334387079.0,268111036427.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,210.870.194.878,193.832.261.311,,4.0,210870194878.0,193832261311.0
132,132,132,Trả trước cho người bán ngắn hạn,,2.890.481.699,41.665.304.537,,,2890481699.0,41665304537.0
136,136,136,Phải thu ngắn hạn khác,5,19.515.398.464,33.424.268.661,,5.0,19515398464.0,33424268661.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,4,(941.687.962),(810.798.082),,4.0,-941687962.0,-810798082.0
140,140,140,Hàng tồn kho,,21.111.762.403,24.491.086.794,,,21111762403.0,24491086794.0
141,141,141,Hàng tồn kho,6,21.111.762.403,24.491.086.794,,6.0,21111762403.0,24491086794.0
150,150,150,Tài sản ngắn hạn khác,,76.753.394.195,102.273.716.702,,,76753394195.0,102273716702.0
151,151,151,Chi phí trả trước ngắn hạn,7(a),22.926.052.350,19.729.626.832,,,22926052350.0,19729626832.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",11(a),52.585.960.594,81.745.639.134,,,52585960594.0,81745639134.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,11(a),1.241.381.251,798.450.736,,,1241381251.0,798450736.0
200,200,200,TÀI SẢN DÀI HẠN,,1.823.926.713.558,1.562.386.527.842,,,1823926713558.0,1562386527842.0
210,210,210,Các khoản phải thu dài hạn,,2.333.534.000,1.474.750.000,,,2333534000.0,1474750000.0
216,216,216,Phải thu dài hạn khác,,2.333.534.000,1.474.750.000,,,2333534000.0,1474750000.0
220,220,220,Tài sản cố định,,810.879.610.860,921.585.734.495,,,810879610860.0,921585734495.0
221,221,221,Tài sản cố định hữu hình,8(a),804.486.350.318,914.207.255.603,,,804486350318.0,914207255603.0
222,222,222,Nguyên giá,,2.306.605.647.588,2.247.137.762.457,,,2306605647588.0,2247137762457.0
223,223,223,Giá trị khấu hao lũy kế,,(1.502.119.297.270),(1.332.930.506.854),,,-1502119297270.0,-1332930506854.0
227,227,227,Tài sản cố định vô hình,8(b),6.393.260.542,7.378.478.892,,,6393260542.0,7378478892.0
228,228,228,Nguyên giá,,21.363.168.750,21.436.478.750,,,21363168750.0,21436478750.0
229,229,229,Giá trị khấu hao lũy kế,,(14.969.908.208),(14.057.999.858),,,-14969908208.0,-14057999858.0
240,240,240,Tài sản dở dang dài hạn,,2.310.000.000,-,,,2310000000.0,
242,242,242,Chi phí xây dựng cơ bản dở dang,,2.310.000.000,-,,,2310000000.0,
250,250,250,Đầu tư tài chính dài hạn,,506.403.106.257,117.641.247.889,,,506403106257.0,117641247889.0
252,252,252,Đầu tư vào công ty liên kết,9(b),506.248.106.257,117.486.247.889,,,506248106257.0,117486247889.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,9(c),155.000.000,155.000.000,,,155000000.0,155000000.0
260,260,260,Tài sản dài hạn khác,,502.000.462.441,521.684.795.458,,,502000462441.0,521684795458.0
261,261,261,Chi phí trả trước dài hạn,7(b),501.802.196.160,521.358.947.600,,,501802196160.0,521358947600.0
262,262,262,Tài sản thuế thu nhập hoãn lại,,198.266.281,325.847.858,,,198266281.0,325847858.0
270,270,270,TỔNG TÀI SẢN,,3.266.420.441.162,2.458.144.481.968,,,3266420441162.0,2458144481968.0
