row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,col_4,col_5,numeric__col_1,numeric__2021VND,numeric__2020VND,numeric__col_4,numeric__col_5
,,,,Chi phí nhân viên,4.181.939.453,,,,,4181939453.0,,
,,,,Chi phí dịch vụ mua ngoài,40.992.922.615,,,,,40992922615.0,,
,,,,Khác,3.060.231.872,,,,,3060231872.0,,
,,,,,48.235.093.940,,,,,48235093940.0,,
23,23,23,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,,,,,,,
23,23,23,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,2021VND,2020VND,,,,,
23,23 > 23,23,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,Chi phí nhân viên,43.637.915.073,,,,,43637915073.0
23,23 > 23,23,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,Chi phí khấu hao,2.181.817.266,,,,,2181817266.0
23,23 > 23,23,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,Chi phí dịch vụ mua ngoài,15.080.483.046,,,,,15080483046.0
23,23 > 23,23,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,Khác,20.304.092.828,,,,,20304092828.0
23,23 > 23,23,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,,81.204.308.213,,,,,81204308213.0
24,24,24,THU NHẬP KHÁC,THU NHẬP KHÁC,THU NHẬP KHÁC,,,,,,,
24,24,24,THU NHẬP KHÁC,THU NHẬP KHÁC,THU NHẬP KHÁC,2021VND,2020VND,,,,,
24,24 > 24,24,THU NHẬP KHÁC,THU NHẬP KHÁC,THU NHẬP KHÁC,Thu nhập từ khoản bồi thường của hăng tàu,5.026.629.863,,,,,5026629863.0
24,24 > 24,24,THU NHẬP KHÁC,THU NHẬP KHÁC,THU NHẬP KHÁC,Xóa số khoản nợ phải trả,4.145.407.265,,,,,4145407265.0
24,24 > 24,24,THU NHẬP KHÁC,THU NHẬP KHÁC,THU NHẬP KHÁC,Xóa số khoản phải trả hăng tàu,1.154.213.435,,,,,1154213435.0
24,24 > 24,24,THU NHẬP KHÁC,THU NHẬP KHÁC,THU NHẬP KHÁC,Thanh lý tài sản cố định,708.756.552,,,,,708756552.0
24,24 > 24,24,THU NHẬP KHÁC,THU NHẬP KHÁC,THU NHẬP KHÁC,Khác,2.341.086.534,,,,,2341086534.0
24,24 > 24,24,THU NHẬP KHÁC,THU NHẬP KHÁC,THU NHẬP KHÁC,,13.376.093.649,,,,,13376093649.0
25,25,25,CHI PHÍ KHÁC,CHI PHÍ KHÁC,CHI PHÍ KHÁC,,,,,,,
25,25,25,CHI PHÍ KHÁC,CHI PHÍ KHÁC,CHI PHÍ KHÁC,2021VND,2020VND,,,,,
25,25 > 25,25,CHI PHÍ KHÁC,CHI PHÍ KHÁC,CHI PHÍ KHÁC,Thuế GTGT không được hoàn,15.522.801.404,,,,,15522801404.0
25,25 > 25,25,CHI PHÍ KHÁC,CHI PHÍ KHÁC,CHI PHÍ KHÁC,Khác,3.590.042.603,,,,,3590042603.0
25,25 > 25,25,CHI PHÍ KHÁC,CHI PHÍ KHÁC,CHI PHÍ KHÁC,,19.112.844.007,,,,,19112844007.0
