row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2021VND,2020VND,,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,482.691.289.109,335.885.753.359,,,482691289109.0,335885753359.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,"Khẩu hao tài sản cố định (""TSCĐ"")",,200.434.357.266,233.231.393.088,,,200434357266.0,233231393088.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Các khoản dự phòng,,1.343.348.380,(591.234.025),,,1343348380.0,-591234025.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(312.595.663),6.994.040,,,-312595663.0,6994040.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Lãi từ hoạt động đầu tư,,(17.152.060.009),(13.665.288.251),,,-17152060009.0,-13665288251.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay,,-,341.031.771,,,,341031771.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đõivốn lưu động,,667.004.339.083,555.208.649.982,,,667004339083.0,555208649982.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,Giảm/(tăng) các khoản phải thu,,70.287.058.469,(21.773.809.444),,,70287058469.0,-21773809444.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,Giảm hàng tồn kho,,3.379.324.391,1.950.685.147,,,3379324391.0,1950685147.0
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,(Giảm)/tăng các khoản phải trả,,(1.277.370.773),41.748.550.782,,,-1277370773.0,41748550782.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,Giảm chi phí trả trước,,16.360.325.922,13.186.835.521,,,16360325922.0,13186835521.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,,-,(1.298.288.942),,,,-1298288942.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế TNDN đã nộp,,(69.018.392.505),(28.161.185.029),,,-69018392505.0,-28161185029.0
17,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,Tiền chi khác từ hoạt động kinh doanh,,(42.054.581.345),(31.439.478.902),,,-42054581345.0,-31439478902.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,644.680.703.242,529.421.959.115,,,644680703242.0,529421959115.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(92.342.761.955),(95.099.237.131),,,-92342761955.0,-95099237131.0
22,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác",,-,1.355.686.364,,,,1355686364.0
23,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 23,23,Tiền chi mua các công cụ nợ của đơn vị khác,,(444.000.006.301),(4.200.000.000),,,-444000006301.0,-4200000000.0
24,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 24,24,Tiền bán lại các công cụ nợ của đơn vị khác,,352.800.006.301,-,,,352800006301.0,
25,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(392.492.736.000),-,,,-392492736000.0,
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,14.531.712.566,12.148.351.887,,,14531712566.0,12148351887.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(561.503.785.389),(85.795.198.880),,,-561503785389.0,-85795198880.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31,31,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,549.053.560.000,-,,,549053560000.0,
34,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,Tiền chi trả nợ gốc vay,,-,(76.005.458.184),,,,-76005458184.0
