row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2015 VND,2014 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2015 VND,numeric__2014 VND
LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận trước thuế,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,649.080.121.374,412.417.560.513,1.0,,649080121374.0,412417560513.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,,,,,
Khấu hao và phân bổ,Điều chỉnh cho các khoản > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,10.094.601.779,11.442.185.264,2.0,,10094601779.0,11442185264.0
Giá trị thời gian của tiền đã đượcchiết khấu của khoản dự phòng,Điều chỉnh cho các khoản > Giá trị thời gian của tiền đã đượcchiết khấu của khoản dự phòng,Giá trị thời gian của tiền đã đượcchiết khấu của khoản dự phòng,03,,272.908.367.170,132.244.018.277,3.0,,272908367170.0,132244018277.0
Lỗ/(lãi) chênh lệch tỷ giá hối đoáichưa thực hiện,Điều chỉnh cho các khoản > Lỗ/(lãi) chênh lệch tỷ giá hối đoáichưa thực hiện,Lỗ/(lãi) chênh lệch tỷ giá hối đoáichưa thực hiện,04,,40.184.427.061,(59.421.179.665),4.0,,40184427061.0,-59421179665.0
Lãi từ hoạt động đầu tư,Điều chỉnh cho các khoản > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,,(46.701.779.100),(15.435.271.086),5.0,,-46701779100.0,-15435271086.0
Lỗ từ thanh lý và xóa sổ tài sản cốđịnh,Điều chỉnh cho các khoản > Lỗ từ thanh lý và xóa sổ tài sản cốđịnh,Lỗ từ thanh lý và xóa sổ tài sản cốđịnh,05,,16.078.787,53.373.932,5.0,,16078787.0,53373932.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,,129.699.274.892,64.322.932.666,6.0,,129699274892.0,64322932666.0
Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,08,,1.055.281.091.963,545.623.619.901,8.0,,1055281091963.0,545623619901.0
Biến động các khoản phải thu,Điều chỉnh cho các khoản > Biến động các khoản phải thu,Biến động các khoản phải thu,09,,(1.601.902.015.540),(915.261.956.680),9.0,,-1601902015540.0,-915261956680.0
Biến động hàng tồn kho,Điều chỉnh cho các khoản > Biến động hàng tồn kho,Biến động hàng tồn kho,10,,(71.019.775.696),(32.715.306.533),10.0,,-71019775696.0,-32715306533.0
Biến động các khoản phải trả và nợphải trả khác,Điều chỉnh cho các khoản > Biến động các khoản phải trả và nợphải trả khác,Biến động các khoản phải trả và nợphải trả khác,11,,1.459.618.946.625,307.691.212.305,11.0,,1459618946625.0,307691212305.0
Biến động chi phí trả trước,Điều chỉnh cho các khoản > Biến động chi phí trả trước,Biến động chi phí trả trước,12,,119.056.291.757,200.438.186.015,12.0,,119056291757.0,200438186015.0
,,,,,961.034.539.109,105.775.755.008,,,961034539109.0,105775755008.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(162.169.963.853),(59.808.310.905),14.0,,-162169963853.0,-59808310905.0
Lưu chuyển tiền thuần từ các hoatlđộng kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ các hoatlđộng kinh doanh,Lưu chuyển tiền thuần từ các hoatlđộng kinh doanh,20,,798.864.575.256,45.967.444.103,20.0,,798864575256.0,45967444103.0
