row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2015VND,2014VND,,
Các cổ đông,Các cổ đông,Các cổ đông,Các cổ đông,Các cổ đông,,
Các khoản vay từ các cổ đông,Các cổ đông > Các khoản vay từ các cổ đông,Các khoản vay từ các cổ đông,1.123.180.663.833,4.448.305.311.352,1123180663833.0,4448305311352.0
Chi phí lãi vay,Các cổ đông > Chi phí lãi vay,Chi phí lãi vay,23.386.718.198,56.492.694.425,23386718198.0,56492694425.0
Các khoản vay cấp cho cổ đông,Các cổ đông > Các khoản vay cấp cho cổ đông,Các khoản vay cấp cho cổ đông,30.000.000.000,-,30000000000.0,
Tiền gửi có kỳ hạn,Các cổ đông > Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,-,400.000.000.000,,400000000000.0
Thu nhập lãi tiền gửi và cho vay,Các cổ đông > Thu nhập lãi tiền gửi và cho vay,Thu nhập lãi tiền gửi và cho vay,25.150.611.112,55.555.556,25150611112.0,55555556.0
Cung cấp dịch vụ,Các cổ đông > Cung cấp dịch vụ,Cung cấp dịch vụ,3.871.800.200,-,3871800200.0,
Mua dịch vụ tư vấn,Các cổ đông > Mua dịch vụ tư vấn,Mua dịch vụ tư vấn,4.218.000.000,5.089.300.000,4218000000.0,5089300000.0
Các công ty con và liên kết,Các công ty con và liên kết,Các công ty con và liên kết,Các công ty con và liên kết,Các công ty con và liên kết,,
Đầu tư vào các công ty con,Các công ty con và liên kết > Đầu tư vào các công ty con,Đầu tư vào các công ty con,-,12.400.000.000,,12400000000.0
Chi phí chi hộ các công ty con,Các công ty con và liên kết > Chi phí chi hộ các công ty con,Chi phí chi hộ các công ty con,2.708.353.393.005,647.028.775.967,2708353393005.0,647028775967.0
Dịch vụ đã cung cấp,Các công ty con và liên kết > Dịch vụ đã cung cấp,Dịch vụ đã cung cấp,595.324.240.718,234.971.907.156,595324240718.0,234971907156.0
Thành viên Hội đồng Quản trị kiểm Ban điều hành,Thành viên Hội đồng Quản trị kiểm Ban điều hành,Thành viên Hội đồng Quản trị kiểm Ban điều hành,Thành viên Hội đồng Quản trị kiểm Ban điều hành,Thành viên Hội đồng Quản trị kiểm Ban điều hành,,
Tiền lương và thường,Thành viên Hội đồng Quản trị kiểm Ban điều hành > Tiền lương và thường,Tiền lương và thường,6.765.520.264,6.701.223.140,6765520264.0,6701223140.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
Nhận đầu tư vào hợp đồng hợp tác đầu tư,Các bên liên quan khác > Nhận đầu tư vào hợp đồng hợp tác đầu tư,Nhận đầu tư vào hợp đồng hợp tác đầu tư,300.000.000.000,-,300000000000.0,
Đầu tư vào hợp đồng hợp tác đầu tư,Các bên liên quan khác > Đầu tư vào hợp đồng hợp tác đầu tư,Đầu tư vào hợp đồng hợp tác đầu tư,-,556.181.818,,556181818.0
Thu nhập từ đầu tư vào hợp đồng hợp tác đầu tư và trái phiếu doanh nghiệp,Các bên liên quan khác > Thu nhập từ đầu tư vào hợp đồng hợp tác đầu tư và trái phiếu doanh nghiệp,Thu nhập từ đầu tư vào hợp đồng hợp tác đầu tư và trái phiếu doanh nghiệp,9.000.000.000,14.841.666.667,9000000000.0,14841666667.0
Mua trái phiếu doanh nghiệp,Các bên liên quan khác > Mua trái phiếu doanh nghiệp,Mua trái phiếu doanh nghiệp,-,270.000.000.000,,270000000000.0
Trả trước và đặt cọc thuê văn phòng,Các bên liên quan khác > Trả trước và đặt cọc thuê văn phòng,Trả trước và đặt cọc thuê văn phòng,-,110.000.000.000,,110000000000.0
