row_label_raw,row_label_full,col_0,31/12/2015,31/12/2015_1,1/1/2015,1/1/2015_1,numeric__31/12/2015,numeric__31/12/2015_1,numeric__1/1/2015,numeric__1/1/2015_1
,,,% sở hữu/quyền biểu quyết,Giá gốc VND,% sở hữu/quyền biểu quyết,Giá gốc VND,,,,
Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,,,,
▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,,,,
- Công ty Cổ phần Vietjet Air Cargo,▪ Công ty con > - Công ty Cổ phần Vietjet Air Cargo,- Công ty Cổ phần Vietjet Air Cargo,90%,9.000.000.000,90%,9.000.000.000,0.9,9000000000.0,0.9,9000000000.0
- Công ty Cổ phần Cung ứng Dịch vụ Thế Hệ Mới (*),▪ Công ty con > - Công ty Cổ phần Cung ứng Dịch vụ Thế Hệ Mới (*),- Công ty Cổ phần Cung ứng Dịch vụ Thế Hệ Mới (*),-,-,98%,3.400.000.000,,,0.98,3400000000.0
- Vietjet Air IVB No. I Limited,▪ Công ty con > - Vietjet Air IVB No. I Limited,- Vietjet Air IVB No. I Limited,100%,-,100%,-,1.0,,1.0,
- Vietjet Air IVB No. II Limited,▪ Công ty con > - Vietjet Air IVB No. II Limited,- Vietjet Air IVB No. II Limited,100%,-,100%,-,1.0,,1.0,
- Vietjet Air Singapore Pte. Ltd.,▪ Công ty con > - Vietjet Air Singapore Pte. Ltd.,- Vietjet Air Singapore Pte. Ltd.,100%,-,100%,-,1.0,,1.0,
- Vietjet Air Ireland No. 1 Limited,▪ Công ty con > - Vietjet Air Ireland No. 1 Limited,- Vietjet Air Ireland No. 1 Limited,100%,-,100%,-,1.0,,1.0,
▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,,,,
- Thai VietJet Air Join Stock Company Limited (**),▪ Công ty liên kết > - Thai VietJet Air Join Stock Company Limited (**),- Thai VietJet Air Join Stock Company Limited (**),9%,,30%,-,0.09,,0.3,
▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,,,,
- Công ty Cổ phần Dịch vụ Mặt đất Sài Gòn,▪ Đơn vị khác > - Công ty Cổ phần Dịch vụ Mặt đất Sài Gòn,- Công ty Cổ phần Dịch vụ Mặt đất Sài Gòn,4%,7.868.448.000,4%,7.868.448.000,0.04,7868448000.0,0.04,7868448000.0
,,,,16.868.448.000,,20.268.448.000,,16868448000.0,,20268448000.0
