row_label_raw,row_label_full,col_0,2015VND,2014VND,numeric__2015VND,numeric__2014VND
Chi phí khối dịch vụ và khai thác mặt đất,Chi phí khối dịch vụ và khai thác mặt đất,Chi phí khối dịch vụ và khai thác mặt đất,Chi phí khối dịch vụ và khai thác mặt đất,Chi phí khối dịch vụ và khai thác mặt đất,,
▪ Chi phí cắt hạ cánh,Chi phí khối dịch vụ và khai thác mặt đất > ▪ Chi phí cắt hạ cánh,▪ Chi phí cắt hạ cánh,169.314.609.113,55.441.998.380,169314609113.0,55441998380.0
▪ Chi phí dịch vụ mặt đất trọn gói,Chi phí khối dịch vụ và khai thác mặt đất > ▪ Chi phí dịch vụ mặt đất trọn gói,▪ Chi phí dịch vụ mặt đất trọn gói,380.548.704.307,211.669.797.461,380548704307.0,211669797461.0
▪ Chi phí nhân viên,Chi phí khối dịch vụ và khai thác mặt đất > ▪ Chi phí nhân viên,▪ Chi phí nhân viên,55.795.426.453,31.710.562.797,55795426453.0,31710562797.0
▪ Chi phí dịch vụ mặt đất khác,Chi phí khối dịch vụ và khai thác mặt đất > ▪ Chi phí dịch vụ mặt đất khác,▪ Chi phí dịch vụ mặt đất khác,161.813.003.023,125.706.923.825,161813003023.0,125706923825.0
,,,767.471.742.896,424.529.282.463,767471742896.0,424529282463.0
Chi phí khối khai thác bay,Chi phí khối khai thác bay,Chi phí khối khai thác bay,Chi phí khối khai thác bay,Chi phí khối khai thác bay,,
▪ Chi phí thuê máy bay,Chi phí khối khai thác bay > ▪ Chi phí thuê máy bay,▪ Chi phí thuê máy bay,2.021.228.202.346,1.046.039.548.404,2021228202346.0,1046039548404.0
▪ Nhiên liệu,Chi phí khối khai thác bay > ▪ Nhiên liệu,▪ Nhiên liệu,4.14/.611.503.988,3.270.955.665.860,,3270955665860.0
▪ Bảo hiểm,Chi phí khối khai thác bay > ▪ Bảo hiểm,▪ Bảo hiểm,57.631.919.786,52.163.518.032,57631919786.0,52163518032.0
▪ Chi phí nhân viên,Chi phí khối khai thác bay > ▪ Chi phí nhân viên,▪ Chi phí nhân viên,852.724.517.371,451.637.999.485,852724517371.0,451637999485.0
▪ Chi phí khai thác bay khác,Chi phí khối khai thác bay > ▪ Chi phí khai thác bay khác,▪ Chi phí khai thác bay khác,437.829.579.864,159.759.149.538,437829579864.0,159759149538.0
,,,7.517.025.723.355,4.980.555.881.319,7517025723355.0,4980555881319.0
Chi phí khối kỹ thuật,Chi phí khối kỹ thuật,Chi phí khối kỹ thuật,Chi phí khối kỹ thuật,Chi phí khối kỹ thuật,,
▪ Chi phí bảo dưỡng máy bay,Chi phí khối kỹ thuật > ▪ Chi phí bảo dưỡng máy bay,▪ Chi phí bảo dưỡng máy bay,406.155.577.458,157.865.642.570,406155577458.0,157865642570.0
▪ Chi phí nhân viên,Chi phí khối kỹ thuật > ▪ Chi phí nhân viên,▪ Chi phí nhân viên,104.235.693.033,72.340.702.581,104235693033.0,72340702581.0
▪ Chi phí kỹ thuật khác,Chi phí khối kỹ thuật > ▪ Chi phí kỹ thuật khác,▪ Chi phí kỹ thuật khác,55.810.268.299,35.544.000.057,55810268299.0,35544000057.0
,,,566.201.538.790,265.750.345.208,566201538790.0,265750345208.0
"Chi phí khối an toàn, an ninh và đảm bảo chất lượng bay","Chi phí khối an toàn, an ninh và đảm bảo chất lượng bay","Chi phí khối an toàn, an ninh và đảm bảo chất lượng bay","Chi phí khối an toàn, an ninh và đảm bảo chất lượng bay","Chi phí khối an toàn, an ninh và đảm bảo chất lượng bay",,
▪ Chi phí nhân viên,"Chi phí khối an toàn, an ninh và đảm bảo chất lượng bay > ▪ Chi phí nhân viên",▪ Chi phí nhân viên,5.874.050.915,-,5874050915.0,
"▪ Chi phí an toàn, an ninh và đảm bảo chất lượng bay khác","Chi phí khối an toàn, an ninh và đảm bảo chất lượng bay > ▪ Chi phí an toàn, an ninh và đảm bảo chất lượng bay khác","▪ Chi phí an toàn, an ninh và đảm bảo chất lượng bay khác",1.550.717.783,407.588.739,1550717783.0,407588739.0
,,,7.424.768.698,407.588.739,7424768698.0,407588739.0
Chi phí dịch vụ vận chuyển hàng hóa,Chi phí dịch vụ vận chuyển hàng hóa,Chi phí dịch vụ vận chuyển hàng hóa,Chi phí dịch vụ vận chuyển hàng hóa,Chi phí dịch vụ vận chuyển hàng hóa,,
▪ Chi phí nhân viên,Chi phí dịch vụ vận chuyển hàng hóa > ▪ Chi phí nhân viên,▪ Chi phí nhân viên,1.282.188.054,1.807.258.538,1282188054.0,1807258538.0
▪ Chi phí dịch vụ vận chuyển hàng hóa khác,Chi phí dịch vụ vận chuyển hàng hóa > ▪ Chi phí dịch vụ vận chuyển hàng hóa khác,▪ Chi phí dịch vụ vận chuyển hàng hóa khác,22.247.432.070,23.196.824.149,22247432070.0,23196824149.0
,,,23.529.620.124,25.004.082.687,23529620124.0,25004082687.0
Chi phí khấu hao và phân bổ,Chi phí dịch vụ vận chuyển hàng hóa > Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,531.104.920.729,404.418.551.203,531104920729.0,404418551203.0
Chi phí khác,Chi phí dịch vụ vận chuyển hàng hóa > Chi phí khác,Chi phí khác,25.381.621.782,11.665.827.870,25381621782.0,11665827870.0
,,,9.438.139.936.374,6.112.331.559.489,9438139936374.0,6112331559489.0
