row_label_raw,row_label_full,col_0,2014(phân loại lại)VND,2014(theo báo cáotrước đây)VND,numeric__2014(phân loại lại)VND,numeric__2014(theo báo cáotrước đây)VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,6.946.472.604.570,6.939.316.776.857,6946472604570.0,6939316776857.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,76.909.619.806,78.762.498.231,76909619806.0,78762498231.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,209.867.113.488,211.719.991.913,209867113488.0,211719991913.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,36.640.258.908,43.796.086.621,36640258908.0,43796086621.0
