row_label_raw,row_label_full,col_0,Giá trị ghi sổ VND,Dòng tiền theo hợp đồng VND,Trong vòng 1 năm VND,numeric__Giá trị ghi sổ VND,numeric__Dòng tiền theo hợp đồng VND,numeric__Trong vòng 1 năm VND
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,417.966.665.729,417.966.665.729,417.966.665.729,417966665729.0,417966665729.0,417966665729.0
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,395.552.785.491,395.552.785.491,395.552.785.491,395552785491.0,395552785491.0,395552785491.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,1.188.424.999.290,1.188.424.999.290,1.188.424.999.290,1188424999290.0,1188424999290.0,1188424999290.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.543.467.794.788,3.573.644.238.534,3.573.644.238.534,3543467794788.0,3573644238534.0,3573644238534.0
,,,5.545.412.245.298,5.575.588.689.044,5.575.588.689.044,5545412245298.0,5575588689044.0,5575588689044.0
