row_label_raw,row_label_full,18. Thuế phải nộp Nhà nước,18. Thuế phải nộp Nhà nước_1,18. Thuế phải nộp Nhà nước_2,18. Thuế phải nộp Nhà nước_3,18. Thuế phải nộp Nhà nước_4,18. Thuế phải nộp Nhà nước_5,18. Thuế phải nộp Nhà nước_6,numeric__18. Thuế phải nộp Nhà nước_1,numeric__18. Thuế phải nộp Nhà nước_2,numeric__18. Thuế phải nộp Nhà nước_3,numeric__18. Thuế phải nộp Nhà nước_4,numeric__18. Thuế phải nộp Nhà nước_5,numeric__18. Thuế phải nộp Nhà nước_6
(a) Thuế phải nộp Nhà nước,(a) Thuế phải nộp Nhà nước,(a) Thuế phải nộp Nhà nước,(a) Thuế phải nộp Nhà nước,(a) Thuế phải nộp Nhà nước,(a) Thuế phải nộp Nhà nước,(a) Thuế phải nộp Nhà nước,(a) Thuế phải nộp Nhà nước,(a) Thuế phải nộp Nhà nước,,,,,,
,,,1/1/2015VND,Số phải nộp trong năm VND,Số đã nộp trong năm VND,Số đã cán trừ trong năm VND,Số phân loại lại trong năm VND,31/12/2015VND,,,,,,
Thuế giá trị gia tăng,(a) Thuế phải nộp Nhà nước > Thuế giá trị gia tăng,Thuế giá trị gia tăng,33.372.151.096,920.056.832.871,(371.242.131.463),(540.122.796.946),-,42.064.055.558,33372151096.0,920056832871.0,-371242131463.0,-540122796946.0,,42064055558.0
Thuế thu nhập cá nhân,(a) Thuế phải nộp Nhà nước > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,28.061.512.719,52.016.672.825,(66.971.505.349),-,-,13.106.680.195,28061512719.0,52016672825.0,-66971505349.0,,,13106680195.0
Thuế nhà thầu,(a) Thuế phải nộp Nhà nước > Thuế nhà thầu,Thuế nhà thầu,-,73.583.457.478,(50.084.630.969),-,(15.875.185.176),7.623.641.333,,73583457478.0,-50084630969.0,,-15875185176.0,7623641333.0
,,,61.433.663.815,1.045.656.963.174,(488.298.267.781),(540.122.796.946),(15.875.185.176),62.794.377.086,61433663815.0,1045656963174.0,-488298267781.0,-540122796946.0,-15875185176.0,62794377086.0
(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,,,,,,
,,,1/1/2015VND,Số phải nộp trong năm VND,Số đã nộp trong năm VND,Số đã cán trừ trong năm VND,Số phân loại lại trong năm VND,31/12/2015VND,,,,,,
Thuế nhà thầu,(b) Thuế phải thu Nhà nước > Thuế nhà thầu,Thuế nhà thầu,15.875.185.176,-,-,-,(15.875.185.176),-,15875185176.0,,,,-15875185176.0,
