row_label_raw,row_label_full,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp từ cổ đông không kiểm soát",31,2.700.000.000,85.000.000,numeric__31,numeric__2.700.000.000,numeric__85.000.000
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,33,83.074.115.401.537,67.944.184.644.118,33.0,83074115401537.0,67944184644118.0
Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,(65.603.640.057.528),(55.553.681.828.677),34.0,-65603640057528.0,-55553681828677.0
Tiền trả cổ tức,Tiền trả cổ tức,Tiền trả cổ tức,36,(1.419.473.748.756),(12.646.859.136),36.0,-1419473748756.0,-12646859136.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,16.053.701.595.253,12.377.940.956.305,40.0,16053701595253.0,12377940956305.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,9.145.553.263.324,2.028.893.607.164,50.0,9145553263324.0,2028893607164.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,4.544.900.252.204,2.515.617.135.457,60.0,4544900252204.0,2515617135457.0
Ảnh hưởng của thay đổi tỷ giá quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá quy đổi ngoại tệ,61,5.645.782.700,389.509.583,61.0,5645782700.0,389509583.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,13.696.099.298.228,4.544.900.252.204,70.0,13696099298228.0,4544900252204.0
