row_label_raw,row_label_full,col_0,31/12/2020,31/12/2020_1,1/1/2020,1/1/2020_1,numeric__31/12/2020,numeric__31/12/2020_1,numeric__1/1/2020,numeric__1/1/2020_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,4.175.588.558.243,-,2.871.139.551.905,-,4175588558243.0,,2871139551905.0,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,11.876.280.307.410,(2.937.448.687),7.381.248.359.674,(3.877.969.713),11876280307410.0,-2937448687.0,7381248359674.0,-3877969713.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,1.768.683.803.585,(1.330.489.342),2.101.425.673.044,(5.840.805.888),1768683803585.0,-1330489342.0,2101425673044.0,-5840805888.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,2.355.242.940.255,(66.002.922.445),1.573.282.308.451,(28.311.250.423),2355242940255.0,-66002922445.0,1573282308451.0,-28311250423.0
Thành phẩm,Thành phẩm,Thành phẩm,5.509.190.782.455,(12.250.780.039),4.489.362.757.309,(13.381.769.149),5509190782455.0,-12250780039.0,4489362757309.0,-13381769149.0
Hàng hóa,Hàng hóa,Hàng hóa,496.154.920.463,(4.016.957.073),741.358.297.568,(17.331.986.992),496154920463.0,-4016957073.0,741358297568.0,-17331986992.0
Hàng gửi gia công,Hàng gửi gia công,Hàng gửi gia công,-,-,1.777.303.715,-,,,1777303715.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,192.219.514.377,-,321.072.278.594,-,192219514377.0,,321072278594.0,
,,,26.373.360.826.788,(86.538.597.586),19.480.666.530.260,(68.743.782.165),26373360826788.0,-86538597586.0,19480666530260.0,-68743782165.0
