row_label_raw,row_label_full,STT,Công ty con cấp 3,Hoạt động chính,Tỷ lệ lợi ích trực tiếp của công ty con cấp 2,Tỷ lệ lợi ích trực tiếp của công ty con cấp 2_1,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn_1,numeric__Công ty con cấp 3,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 2,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 2_1,numeric__Tỷ lệ lợi ích của Tập đoàn,numeric__Tỷ lệ lợi ích của Tập đoàn_1
STT,STT,STT,Công ty con cấp 3,Hoạt động chính,31/12/2020,1/1/2020,31/12/2020,1/1/2020,,,,,,
,,,Công ty con của Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,,,,,,
9,STT > 9,9,Công ty TNHH Chăn nuôi Thái Thụy,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,974%","99,974%",,,1.0,1.0,0.9997400000000001,0.9997400000000001
10,STT > 10,10,Công ty TNHH Chăn nuôi Lạc Thủy,"Chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,974%","99,974%",,,1.0,1.0,0.9997400000000001,0.9997400000000001
11,STT > 11,11,Công ty TNHH MTV Chăn nuôi Hòa Yên,"Chăn nuôi lợn, chăn nuôi khác.",100%,100%,"99,974%","99,974%",,,1.0,1.0,0.9997400000000001,0.9997400000000001
12,STT > 12,12,Công ty TNHH Chăn nuôi Sơn Đông (trước đây là Công ty TNHH MTV Chăn nuôi Hòa Phát Bắc Giang),"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,974%","99,974%",,,1.0,1.0,0.9997400000000001,0.9997400000000001
13,STT > 13,13,Công ty TNHH MTV Chăn nuôi Hòa Phát Lạng Sơn,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,974%","99,974%",,,1.0,1.0,0.9997400000000001,0.9997400000000001
14,STT > 14,14,Công ty TNHH Chăn nuôi Hòa Phước Công ty con của Công ty TNHH Gia cầm Hòa Phát,Chăn nuôi heo giống và heo thịt.,"99,998%","99,998%","99,972%","99,972%",,,0.9999800000000001,0.9999800000000001,0.9997199999999999,0.9997199999999999
15,STT > 15,15,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,"Chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,999%","99,999%",,,1.0,1.0,0.9999899999999999,0.9999899999999999
16,STT > 16,16,Công ty TNHH MTV Gia cầm Hòa Phát Đồng Nai (iv),"Chăn nuôi gia cầm, chăn nuôi khác.",-,100%,-,"99,999%",,,,1.0,,0.9999899999999999
17,STT > 17,17,Công ty Cổ phần Vạn Thắng Phú Thọ,"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.","99,8%",100%,"99,799%","99,999%",,,0.998,1.0,0.99799,0.9999899999999999
