row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2020,Giá trị ghi sổ Triệu VND > Ngày 31 tháng 12 năm 2020,Dòng tiền theo hợp đồng Triệu VND > Ngày 31 tháng 12 năm 2020,Trong 1 năm Triệu VND > Ngày 31 tháng 12 năm 2020,1 – 2 năm Triệu VND > Ngày 31 tháng 12 năm 2020,2 – 5 năm Triệu VND > Ngày 31 tháng 12 năm 2020,numeric__Giá trị ghi sổ Triệu VND > Ngày 31 tháng 12 năm 2020,numeric__Dòng tiền theo hợp đồng Triệu VND > Ngày 31 tháng 12 năm 2020,numeric__Trong 1 năm Triệu VND > Ngày 31 tháng 12 năm 2020,numeric__1 – 2 năm Triệu VND > Ngày 31 tháng 12 năm 2020,numeric__2 – 5 năm Triệu VND > Ngày 31 tháng 12 năm 2020
Phải trả người bán vàphải trả khácCác khoản vay,Phải trả người bán vàphải trả khácCác khoản vay,Phải trả người bán vàphải trả khácCác khoản vay,14.319.10254.141.713,14.319.10261.206.131,11.654.36841.823.469,2.664.7347.133.906,-12.248.756,1431910254141713.0,1431910261206131.0,1165436841823469.0,26647347133906.0,-12248756.0
,,,68.460.815,75.525.233,53.477.837,9.798.640,12.248.756,68460815.0,75525233.0,53477837.0,9798640.0,12248756.0
Ngày 1 tháng 1 năm 2020,Ngày 1 tháng 1 năm 2020,Ngày 1 tháng 1 năm 2020,Ngày 1 tháng 1 năm 2020,Ngày 1 tháng 1 năm 2020,Ngày 1 tháng 1 năm 2020,Ngày 1 tháng 1 năm 2020,Ngày 1 tháng 1 năm 2020,,,,,
Phải trả người bán vàphải trả khácCác khoản vay,Ngày 1 tháng 1 năm 2020 > Phải trả người bán vàphải trả khácCác khoản vay,Phải trả người bán vàphải trả khácCác khoản vay,14.762.34736.679.753,14.762.34743.515.430,8.090.25920.655.992,6.672.0886.820.442,-16.038.996,1476234736679753.0,1476234743515430.0,809025920655992.0,66720886820442.0,-16038996.0
,,,51.442.100,58.277.777,28.746.251,13.492.530,16.038.996,51442100.0,58277777.0,28746251.0,13492530.0,16038996.0
