row_label_raw,row_label_full,col_0,Số cổ phiếu phổ thông bình quân gia quyền,Lãi cơ bản trên cổ phiếu VND,numeric__Số cổ phiếu phổ thông bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu VND
Số báo cáo trước đây,Số báo cáo trước đây,Số báo cáo trước đây,2.761.074.115,2.726,2761074115.0,2726.0
Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,552.208.544,(454),552208544.0,-454.0
"Ảnh hưởng của việc phân bổ lợi nhuận sau thuế vào quỹ khen thưởng, phúc lợi","Ảnh hưởng của việc phân bổ lợi nhuận sau thuế vào quỹ khen thưởng, phúc lợi","Ảnh hưởng của việc phân bổ lợi nhuận sau thuế vào quỹ khen thưởng, phúc lợi",-,(198),,-198.0
Số điều chỉnh lại,Số điều chỉnh lại,Số điều chỉnh lại,3.313.282.659,2.074,3313282659.0,2074.0
