row_label_raw,row_label_full,col_0,Giá gốc và giá trị có thể thu hồi > 31/12/2020VND,Giá gốc và giá trị có thể thu hồi > 1/1/2020VND,numeric__Giá gốc và giá trị có thể thu hồi > 31/12/2020VND,numeric__Giá gốc và giá trị có thể thu hồi > 1/1/2020VND
Dự án Khu Đô thị và Khu Công nghiệp tại Hưng Yên,Dự án Khu Đô thị và Khu Công nghiệp tại Hưng Yên,Dự án Khu Đô thị và Khu Công nghiệp tại Hưng Yên,913.306.321.947,730.370.717.352,913306321947.0,730370717352.0
Các dự án khác,Các dự án khác,Các dự án khác,5.164.409.999,19.775.681.371,5164409999.0,19775681371.0
,,,918.470.731.946,750.146.398.723,918470731946.0,750146398723.0
