row_label_raw,row_label_full,col_0,1/1/2020 > Giá trị ghi số VND,1/1/2020 > Số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,31/12/2020 > Giá trị ghi số VND,31/12/2020 > Số có khả năng trả nợ VND,numeric__1/1/2020 > Giá trị ghi số VND,numeric__1/1/2020 > Số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__31/12/2020 > Giá trị ghi số VND,numeric__31/12/2020 > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,14.151.319.202.024,14.151.319.202.024,79.686.576.403.332,(62.283.963.477.218),31.553.932.128.138,31.553.932.128.138,14151319202024.0,14151319202024.0,79686576403332.0,-62283963477218.0,31553932128138.0,31553932128138.0
Vay dài hạn đến hạn trả (Thuyết minh 23.2),Vay dài hạn đến hạn trả (Thuyết minh 23.2),Vay dài hạn đến hạn trả (Thuyết minh 23.2),2.686.334.268.363,2.686.334.268.363,5.059.007.646.372,(2.500.808.370.769),5.244.533.543.966,5.244.533.543.966,2686334268363.0,2686334268363.0,5059007646372.0,-2500808370769.0,5244533543966.0,5244533543966.0
,,,16.837.653.470.387,16.837.653.470.387,84.745.584.049.704,(64.784.771.847.987),36.798.465.672.104,36.798.465.672.104,16837653470387.0,16837653470387.0,84745584049704.0,-64784771847987.0,36798465672104.0,36798465672104.0
