row_label_raw,row_label_full,col_0,2020VND,2019VND,numeric__2020VND,numeric__2019VND
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
Bán hàng,Tổng doanh thu > Bán hàng,Bán hàng,90.003.588.760.001,62.523.707.011.126,90003588760001.0,62523707011126.0
Cung cấp dịch vụ,Tổng doanh thu > Cung cấp dịch vụ,Cung cấp dịch vụ,636.863.788.632,613.633.954.877,636863788632.0,613633954877.0
Doanh thu cho thuê lại đất thuê,Tổng doanh thu > Doanh thu cho thuê lại đất thuê,Doanh thu cho thuê lại đất thuê,411.557.012.405,738.144.858.625,411557012405.0,738144858625.0
Cho thuê bắt động sản đầu tư,Tổng doanh thu > Cho thuê bắt động sản đầu tư,Cho thuê bắt động sản đầu tư,62.562.330.568,54.280.124.794,62562330568.0,54280124794.0
Doanh thu bán bắt động sản,Tổng doanh thu > Doanh thu bán bắt động sản,Doanh thu bán bắt động sản,86.259.390.420,711.872.407.016,86259390420.0,711872407016.0
Doanh thu khác,Tổng doanh thu > Doanh thu khác,Doanh thu khác,78.210.489.800,36.268.219.206,78210489800.0,36268219206.0
,,,91.279.041.771.826,64.677.906.575.644,91279041771826.0,64677906575644.0
Trừ đi các khoản giám trừ doanh thu,Trừ đi các khoản giám trừ doanh thu,Trừ đi các khoản giám trừ doanh thu,Trừ đi các khoản giám trừ doanh thu,Trừ đi các khoản giám trừ doanh thu,,
Chiết khấu thương mại,Trừ đi các khoản giám trừ doanh thu > Chiết khấu thương mại,Chiết khấu thương mại,(1.125.473.685.738),(957.210.485.501),-1125473685738.0,-957210485501.0
Giảm giá hàng bán,Trừ đi các khoản giám trừ doanh thu > Giảm giá hàng bán,Giảm giá hàng bán,(2.612.959.380),(2.425.393.504),-2612959380.0,-2425393504.0
Hàng bán bị trả lại,Trừ đi các khoản giám trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,(32.451.699.991),(60.078.022.848),-32451699991.0,-60078022848.0
,,,(1.160.538.345.109),(1.019.713.901.853),-1160538345109.0,-1019713901853.0
,,,90.118.503.426.717,63.658.192.673.791,90118503426717.0,63658192673791.0
