row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2020 VND,2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2020 VND,numeric__2019 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận trước thuế,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,15.356.966.791.701,9.096.662.123.386,1.0,,15356966791701.0,9096662123386.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,,,,,
Khấu hao và phân bổ,Điều chỉnh cho các khoản > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,4.775.781.721.269,2.566.183.420.309,2.0,,4775781721269.0,2566183420309.0
Phân bổ lợi thế thương mại,Điều chỉnh cho các khoản > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,02,,18.075.220.852,27.049.152.720,2.0,,18075220852.0,27049152720.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,28.314.185.442,(5.772.614.376),3.0,,28314185442.0,-5772614376.0
Lỗ chênh lệch tỷ giá do đánh giá lại,Lỗ chênh lệch tỷ giá do đánh giá lại,Lỗ chênh lệch tỷ giá do đánh giá lại,,,,,,,,
các khoản mục tiền tệ có gốc ngoại tệ,Lỗ chênh lệch tỷ giá do đánh giá lại > các khoản mục tiền tệ có gốc ngoại tệ,các khoản mục tiền tệ có gốc ngoại tệ,04,,52.078.870.772,24.183.514.856,4.0,,52078870772.0,24183514856.0
Lãi từ hoạt động đầu tư,Lỗ chênh lệch tỷ giá do đánh giá lại > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,,(490.559.694.590),(286.185.193.464),5.0,,-490559694590.0,-286185193464.0
Chi phí đi vay,Lỗ chênh lệch tỷ giá do đánh giá lại > Chi phí đi vay,Chi phí đi vay,06,,2.191.680.923.417,936.710.218.359,6.0,,2191680923417.0,936710218359.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lỗ chênh lệch tỷ giá do đánh giá lại > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,,21.932.338.018.863,12.358.830.621.790,8.0,,21932338018863.0,12358830621790.0
Biến động các khoản phải thu,Lỗ chênh lệch tỷ giá do đánh giá lại > Biến động các khoản phải thu,Biến động các khoản phải thu,09,,(3.374.026.162.649),(288.519.564.021),9.0,,-3374026162649.0,-288519564021.0
Biến động hàng tồn kho,Lỗ chênh lệch tỷ giá do đánh giá lại > Biến động hàng tồn kho,Biến động hàng tồn kho,10,,(7.061.024.985.401),(5.132.237.172.021),10.0,,-7061024985401.0,-5132237172021.0
Biến động các khoản phải trả và nợ phải trả khác,Lỗ chênh lệch tỷ giá do đánh giá lại > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,,4.251.742.399.296,3.556.649.268.254,11.0,,4251742399296.0,3556649268254.0
Biến động chi phí trả trước,Lỗ chênh lệch tỷ giá do đánh giá lại > Biến động chi phí trả trước,Biến động chi phí trả trước,12,,(89.041.139.127),(8.476.974.345),12.0,,-89041139127.0,-8476974345.0
,,,,,15.659.988.130.982,10.486.246.179.657,,,15659988130982.0,10486246179657.0
Tiền lãi vay đã trả,Lỗ chênh lệch tỷ giá do đánh giá lại > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(2.027.572.222.288),(867.276.241.172),14.0,,-2027572222288.0,-867276241172.0
Thuế thu nhập doanh nghiệp đã nộp,Lỗ chênh lệch tỷ giá do đánh giá lại > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(1.716.802.619.015),(1.551.743.688.539),15.0,,-1716802619015.0,-1551743688539.0
Tiền chi khác cho hoạt động kinh doanh,Lỗ chênh lệch tỷ giá do đánh giá lại > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,,(328.363.376.705),(352.057.555.830),17.0,,-328363376705.0,-352057555830.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lỗ chênh lệch tỷ giá do đánh giá lại > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,11.587.249.912.974,7.715.168.694.116,20.0,,11587249912974.0,7715168694116.0
