row_label_raw,row_label_full,Họ tên,Chức vụ,Năm nay,Năm trước,numeric__Chức vụ,numeric__Năm nay,numeric__Năm trước
Tổng Thù lao Hội đồng quản trị,Tổng Thù lao Hội đồng quản trị,Tổng Thù lao Hội đồng quản trị,,824.800.000,870.346.000,,824800000.0,870346000.0
Lê Văn Thành,Lê Văn Thành,Lê Văn Thành,Chủ tịch,225.600.000,,,225600000.0,
Lê Thị Nguyệt Thu,Lê Thị Nguyệt Thu,Lê Thị Nguyệt Thu,Nguyên Chủ tịch,134.400.000,295.962.000,,134400000.0,295962000.0
Nguyễn Văn Hung,Nguyễn Văn Hung,Nguyễn Văn Hung,Phó chủ tịch,120.000.000,107.192.000,,120000000.0,107192000.0
Lê Thanh Thuấn,Lê Thanh Thuấn,Lê Thanh Thuấn,Thành viên,44.800.000,107.192.000,,44800000.0,107192000.0
Nguyễn Thị Hồng Loan,Nguyễn Thị Hồng Loan,Nguyễn Thị Hồng Loan,Thành viên,300.000.000,300.000.000,,300000000.0,300000000.0
Nguyễn Văn Phụng,Nguyễn Văn Phụng,Nguyễn Văn Phụng,Thành viên,,60.000.000,,,60000000.0
Tổng lương Ban Giám Đốc,Tổng lương Ban Giám Đốc,Tổng lương Ban Giám Đốc,,6.501.291.125,6.210.881.000,,6501291125.0,6210881000.0
Lê Tuấn Anh,Lê Tuấn Anh,Lê Tuấn Anh,Tổng Giám Đốc,897.880.400,678.050.000,,897880400.0,678050000.0
Lê Thanh Thuấn,Lê Thanh Thuấn,Lê Thanh Thuấn,Nguyên Tổng Giám Đốc,1.162.742.500,1.904.900.000,,1162742500.0,1904900000.0
Nguyễn Văn Hung,Nguyễn Văn Hung,Nguyễn Văn Hung,Phó Tổng Giám Đốc,,,,,
Lê Văn Thành,Nguyễn Văn Hung > Lê Văn Thành,Lê Văn Thành,Phó Tổng Giám Đốc,766.812.500,678.900.000,,766812500.0,678900000.0
Lê Xuân Quế,Nguyễn Văn Hung > Lê Xuân Quế,Lê Xuân Quế,Phó Tổng Giám Đốc,933.526.000,682.700.000,,933526000.0,682700000.0
Trương Vĩnh Thành,Nguyễn Văn Hung > Trương Vĩnh Thành,Trương Vĩnh Thành,Phó Tổng Giám Đốc,661.093.400,679.800.000,,661093400.0,679800000.0
Lê Thị Phượng,Nguyễn Văn Hung > Lê Thị Phượng,Lê Thị Phượng,Phó Tổng Giám Đốc,661.643.400,680.200.000,,661643400.0,680200000.0
Lê Nguyễn Hoàng Anh Duy,Nguyễn Văn Hung > Lê Nguyễn Hoàng Anh Duy,Lê Nguyễn Hoàng Anh Duy,Phó Tổng Giám Đốc,519.513.600,,,519513600.0,
Trương Công Khánh,Nguyễn Văn Hung > Trương Công Khánh,Trương Công Khánh,Giám Đốc Tài Chính,492.390.100,509.031.000,,492390100.0,509031000.0
Ngô Thị Tổ Ngân,Nguyễn Văn Hung > Ngô Thị Tổ Ngân,Ngô Thị Tổ Ngân,Kế Toán Trường,405.689.225,397.300.000,,405689225.0,397300000.0
