row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
+ Công ty TNHH Sao Mai Super Feed (Công ty con),+ Công ty TNHH Sao Mai Super Feed (Công ty con),+ Công ty TNHH Sao Mai Super Feed (Công ty con),+ Công ty TNHH Sao Mai Super Feed (Công ty con),+ Công ty TNHH Sao Mai Super Feed (Công ty con),+ Công ty TNHH Sao Mai Super Feed (Công ty con),,,
,,,3. Trả tiền trong năm,437.986.666.667,40.583.333.333,,437986666667.0,40583333333.0
,,,- Trả tiền vay,437.986.666.667,40.583.333.333,,437986666667.0,40583333333.0
,,,- Trả lãi vay,27.390.324.781,7.549.191.781,,27390324781.0,7549191781.0
,,,4. Thu tiền trong năm,20.000.000.000,,,20000000000.0,
,,,- Thu tiền cổ tức,20.000.000.000,,,20000000000.0,
+ Công ty Cổ phần Nhựt Hồng (Công ty con),+ Công ty Cổ phần Nhựt Hồng (Công ty con),+ Công ty Cổ phần Nhựt Hồng (Công ty con),+ Công ty Cổ phần Nhựt Hồng (Công ty con),+ Công ty Cổ phần Nhựt Hồng (Công ty con),+ Công ty Cổ phần Nhựt Hồng (Công ty con),,,
,,,1. Bán hàng trong năm,24.285.659.025,10.399.359.900,,24285659025.0,10399359900.0
,,,- Thi công XD DAKDC Cà Mau,20.017.565.725,,,20017565725.0,
,,,- Phí môi giới BĐS,3.333.093.300,10.399.359.900,,3333093300.0,10399359900.0
,,,- Cho thuê văn phòng,935.000.000,,,935000000.0,
,,,2. Trả tiền trong năm:,,11.267.412.219,,,11267412219.0
,,,- Cho mượn tạm tiền,,11.267.412.219,,,11267412219.0
,,,3. Cho vay huy động,33.900.000.000,,,33900000000.0,
,,,- Cho vay vốn,33.900.000.000,,,33900000000.0,
,,,4. Thu tiền trong năm:,2.665.270.000,35.269.434.032,,2665270000.0,35269434032.0
,,,- Thu tiền vay,800.000.000,,,800000000.0,
,,,- Thu lãi vay,1.865.270.000,,,1865270000.0,
,,,- Thu hoàn tiền mượn tạm,,1.669.434.032,,,1669434032.0
,,,- Thu tiền cổ tức,,33.600.000.000,,,33600000000.0
+Cty CP Điện Mặt Trời EUROPLAST Long An (Công ty con),+Cty CP Điện Mặt Trời EUROPLAST Long An (Công ty con),+Cty CP Điện Mặt Trời EUROPLAST Long An (Công ty con),+Cty CP Điện Mặt Trời EUROPLAST Long An (Công ty con),+Cty CP Điện Mặt Trời EUROPLAST Long An (Công ty con),+Cty CP Điện Mặt Trời EUROPLAST Long An (Công ty con),,,
,,,1. Vay huy động,82.660.000.000,52.500.000.000,,82660000000.0,52500000000.0
,,,- Vay huy động vốn,82.660.000.000,52.500.000.000,,82660000000.0,52500000000.0
,,,2. Trả tiền trong năm,73.858.163.000,76.815.919.000,,73858163000.0,76815919000.0
,,,- Lãi vay,4.358.163.000,2.645.919.000,,4358163000.0,2645919000.0
,,,- Trả tiền vay,69.500.000.000,74.170.000.000,,69500000000.0,74170000000.0
,,,3. Thu tiền trong năm:,46.000.000.000,69.000.000.000,,46000000000.0,69000000000.0
,,,- Thu tiền cổ tức,46.000.000.000,69.000.000.000,,46000000000.0,69000000000.0
+ Công ty TNHH TM Sao Mai Solar (Công ty con),+ Công ty TNHH TM Sao Mai Solar (Công ty con),+ Công ty TNHH TM Sao Mai Solar (Công ty con),+ Công ty TNHH TM Sao Mai Solar (Công ty con),+ Công ty TNHH TM Sao Mai Solar (Công ty con),+ Công ty TNHH TM Sao Mai Solar (Công ty con),,,
,,,1. Mua hàng trong năm,12.020.557.520,11.627.459.344,,12020557520.0,11627459344.0
,,,- Thuê QL vận hành NM SM Solar,12.020.557.520,10.282.157.080,,12020557520.0,10282157080.0
,,,- Mua vật tư,,1.345.302.264,,,1345302264.0
,,,2. Vay huy động,1.500.000.000,4.500.000.000,,1500000000.0,4500000000.0
,,,- Vay huy động vốn,1.500.000.000,4.500.000.000,,1500000000.0,4500000000.0
