row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
+ Công ty TNHH TM Sao Mai Solar (Công ty con),+ Công ty TNHH TM Sao Mai Solar (Công ty con),+ Công ty TNHH TM Sao Mai Solar (Công ty con),+ Công ty TNHH TM Sao Mai Solar (Công ty con),+ Công ty TNHH TM Sao Mai Solar (Công ty con),+ Công ty TNHH TM Sao Mai Solar (Công ty con),,,
,,,3. Trả tiền trong năm,11.354.466.000,679.438.000,,11354466000.0,679438000.0
,,,- Lãi vay,854.466.000,679.438.000,,854466000.0,679438000.0
,,,- Trả tiền vay,10.500.000.000,,,10500000000.0,
+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thuỷ sản (Công ty con),+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thuỷ sản (Công ty con),+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thuỷ sản (Công ty con),+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thuỷ sản (Công ty con),+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thuỷ sản (Công ty con),+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thuỷ sản (Công ty con),,,
,,,1. Vay huy động,214.700.000.000,169.300.000.000,,214700000000.0,169300000000.0
,,,- Vay huy động vốn,214.700.000.000,169.300.000.000,,214700000000.0,169300000000.0
,,,2. Trả tiền trong năm,95.192.484.000,129.834.449.603,,95192484000.0,129834449603.0
,,,- Trả tiền vay,85.000.000.000,126.000.000.000,,85000000000.0,126000000000.0
,,,- Lãi vay phải trả,10.192.484.000,3.834.449.603,,10192484000.0,3834449603.0
