row_label_raw,row_label_full,Chỉ tiêu,Cuối năm,Đầu năm,numeric__Cuối năm,numeric__Đầu năm
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,"7.649,86","48.295,17",7649.86,48295.17
Tài sản/(Nợ phải trả) thuần có gốc ngoại tệ,Tài sản/(Nợ phải trả) thuần có gốc ngoại tệ,Tài sản/(Nợ phải trả) thuần có gốc ngoại tệ,"7.649,86","48.295,17",7649.86,48295.17
