row_label_raw,row_label_full,col_0,Cuối năm,Đầu năm,numeric__Cuối năm,numeric__Đầu năm
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,96.000.000.000,10.795.612.472,96000000000.0,10795612472.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,126.073.338.159,233.846.257.353,126073338159.0,233846257353.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,197.719.631.528,241.694.987.495,197719631528.0,241694987495.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,2.881.258.131.611,3.025.205.939.477,2881258131611.0,3025205939477.0
Quyền sử dụng đất,Quyền sử dụng đất,Quyền sử dụng đất,519.233.165.681,750.068.206.755,519233165681.0,750068206755.0
Cổ phiếu,Cổ phiếu,Cổ phiếu,987.505.849.954,1.258.468.819.500,987505849954.0,1258468819500.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,156.631.855.219,176.703.911.709,156631855219.0,176703911709.0
