row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Cuối năm,Đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Cuối năm,numeric__Đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,6.495.250.566.501,6.691.149.944.989,,,6495250566501.0,6691149944989.0
210,210,210,I. Các khoản phải thu dài hạn,,119.710.000.000,63.231.609.409,,,119710000000.0,63231609409.0
211,211,211,1. Phải thu dài hạn của khách hàng,,,,,,,
212,212,212,2. Trả trước cho người bán dài hạn,,,,,,,
213,213,213,3. Vốn kinh doanh ở đơn vị trực thuộc,,,,,,,
214,214,214,3. Phải thu nội bộ dài hạn,,,,,,,
215,214 > 215,215,5. Phải thu về cho vay dài hạn,V.04,107.700.000.000,48.900.000.000,,,107700000000.0,48900000000.0
216,214 > 216,216,6. Phải thu dài hạn khác,V.05,12.010.000.000,14.331.609.409,,,12010000000.0,14331609409.0
219,219,219,7. Dự phòng phải thu dài hạn khó đòi (*),,,,,,,
220,219 > 220,220,II. Tài sản cố định,,3.145.349.214.385,3.260.470.305.912,,,3145349214385.0,3260470305912.0
221,219 > 221,221,1. Tài sản cố định hữu hình,V.09,2.923.440.227.342,3.041.480.437.082,,,2923440227342.0,3041480437082.0
222,219 > 222,222,- Nguyên giá,,3.496.401.394.295,3.470.745.060.643,,,3496401394295.0,3470745060643.0
223,219 > 223,223,- Giá trị hao mòn luỹ kế (*),,(572.961.166.953),(429.264.623.561),,,-572961166953.0,-429264623561.0
224,224,224,2. Tài sản cố định thuê tài chính,,,,,,,
225,225,225,- Nguyên giá,,,,,,,
226,226,226,- Giá trị hao mòn luỹ kế (*),,,,,,,
227,226 > 227,227,3. Tài sản cố định vô hình,V.10,221.908.987.043,218.989.868.830,,,221908987043.0,218989868830.0
228,226 > 228,228,- Nguyên giá,,221.911.989.830,218.989.868.830,,,221911989830.0,218989868830.0
229,226 > 229,229,- Giá trị hao mòn luỹ kế (*),,(3.002.787),,,,-3002787.0,
230,226 > 230,230,III. Bất động sản đầu tư,V.11,189.518.102.158,193.847.904.315,,,189518102158.0,193847904315.0
231,226 > 231,231,- Nguyên giá,,251.862.415.228,250.429.616.637,,,251862415228.0,250429616637.0
232,226 > 232,232,- Giá trị hao mòn luỹ kế (*),,(62.344.313.070),(56.581.712.322),,,-62344313070.0,-56581712322.0
240,226 > 240,240,IV. Tài sản dở dang dài hạn,V.08,189.516.800.700,293.921.831.439,,,189516800700.0,293921831439.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,,,,,,
242,241 > 242,242,2. Chi phí xây dựng cơ bản dở dang,,189.516.800.700,293.921.831.439,,,189516800700.0,293921831439.0
250,241 > 250,250,V. Đầu tư tài chính dài hạn,V.02,2.301.527.405.235,2.309.134.125.721,,,2301527405235.0,2309134125721.0
251,241 > 251,251,1. Đầu tư vào công ty con,,2.275.021.715.311,2.283.681.715.311,,,2275021715311.0,2283681715311.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,,,,,,
253,252 > 253,253,3. Đầu tư góp vốn vào đơn vị khác,,2.000.000.000,2.000.000.000,,,2000000000.0,2000000000.0
254,252 > 254,254,4. Dự phòng đầu-tur tài chính dài hạn (*),,(5.494.310.076),(6.547.589.590),,,-5494310076.0,-6547589590.0
255,252 > 255,255,5. Đầu tư nấm giữ đến ngày đáo hạn,,30.000.000.000,30.000.000.000,,,30000000000.0,30000000000.0
260,252 > 260,260,V. Tài sản dài hạn khác,,549.629.044.023,570.544.168.193,,,549629044023.0,570544168193.0
261,252 > 261,261,1. Chi phí trả trước dài hạn,V.12,549.629.044.023,570.544.168.193,,,549629044023.0,570544168193.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,,,,,,,
263,263,263,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",,,,,,,
268,268,268,4. Tài sản dài hạn khác,,,,,,,
270,268 > 270,270,TỔNG CỘNG TÀI SẢN,,10.555.214.153.730,9.489.137.241.025,,,10555214153730.0,9489137241025.0
