row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
+ Công ty Cổ phần Du Lịch An Giang (Công ty con),+ Công ty Cổ phần Du Lịch An Giang (Công ty con),+ Công ty Cổ phần Du Lịch An Giang (Công ty con),+ Công ty Cổ phần Du Lịch An Giang (Công ty con),+ Công ty Cổ phần Du Lịch An Giang (Công ty con),+ Công ty Cổ phần Du Lịch An Giang (Công ty con),,,
,,,1. Mua hàng trong năm,2.962.510.783,2.515.161.488,,2962510783.0,2515161488.0
,,,"- Nhà hàng, KS, tour du lịch",2.962.510.783,5.169.383.194,,2962510783.0,5169383194.0
,,,2. Cho vay huy động,45.200.000.000,197.300.000.000,,45200000000.0,197300000000.0
,,,- Cho vay vốn,45.200.000.000,197.300.000.000,,45200000000.0,197300000000.0
,,,3. Thu trong năm,25.006.175.123,175.531.876.206,,25006175123.0,175531876206.0
,,,- Thu tiền vay,19.500.000.000,171.000.000.000,,19500000000.0,171000000000.0
,,,- Thu lãi vay,5.506.175.123,4.531.876.206,,5506175123.0,4531876206.0
+ Công ty Cổ phần Du Lịch Đồng Tháp (Công ty con),+ Công ty Cổ phần Du Lịch Đồng Tháp (Công ty con),+ Công ty Cổ phần Du Lịch Đồng Tháp (Công ty con),+ Công ty Cổ phần Du Lịch Đồng Tháp (Công ty con),+ Công ty Cổ phần Du Lịch Đồng Tháp (Công ty con),+ Công ty Cổ phần Du Lịch Đồng Tháp (Công ty con),,,
,,,1. Mua hàng trong năm,1.132.311.040,1.607.276.235,,1132311040.0,1607276235.0
,,,"- Nhà hàng, KS, vé máy bay",1.132.311.040,1.607.276.235,,1132311040.0,1607276235.0
,,,2. Vay huy động,7.500.000.000,3.500.000.000,,7500000000.0,3500000000.0
,,,- Vay huy động vốn,7.500.000.000,3.500.000.000,,7500000000.0,3500000000.0
,,,3. Trả tiền trong năm,447.810.000,4.399.289.000,,447810000.0,4399289000.0
,,,- Lãi vay,447.810.000,99.289.000,,447810000.0,99289000.0
,,,- Trả tiền vay,,2.000.000.000,,,2000000000.0
,,,- Cho mượn tạm tiền,,2.300.000.000,,,2300000000.0
,,,4. Thu tiền trong năm,,2.800.000.000,,,2800000000.0
,,,- Thu hoàn tiền mượn tạm,,2.800.000.000,,,2800000000.0
+ Công ty Cổ phần Đầu Tư Tài Chính & Truyền Thông Quốc Tế (Công ty con),+ Công ty Cổ phần Đầu Tư Tài Chính & Truyền Thông Quốc Tế (Công ty con),+ Công ty Cổ phần Đầu Tư Tài Chính & Truyền Thông Quốc Tế (Công ty con),+ Công ty Cổ phần Đầu Tư Tài Chính & Truyền Thông Quốc Tế (Công ty con),+ Công ty Cổ phần Đầu Tư Tài Chính & Truyền Thông Quốc Tế (Công ty con),+ Công ty Cổ phần Đầu Tư Tài Chính & Truyền Thông Quốc Tế (Công ty con),,,
,,,1. Bán hàng trong năm,3.112.000.000,,,3112000000.0,
,,,"- DV nhà hàng, khách sạn, tổ chức sự kiện",1.000.000.000,,,1000000000.0,
,,,- Cho thuê văn phòng,2.112.000.000,,,2112000000.0,
,,,2. Vay huy động,3.900.000.000,3.300.000.000,,3900000000.0,3300000000.0
,,,- Huy động vốn vay,3.900.000.000,3.300.000.000,,3900000000.0,3300000000.0
,,,3. Trả tiền trong năm,1.553.033.333,588.800.000,,1553033333.0,588800000.0
,,,- Trả tiền vay,1.000.000.000,,,1000000000.0,
,,,- Lãi vay phải trả,553.033.333,588.800.000,,553033333.0,588800000.0
+ Công ty TNHH Sao Mai Super Feed (Công ty con),+ Công ty TNHH Sao Mai Super Feed (Công ty con),+ Công ty TNHH Sao Mai Super Feed (Công ty con),+ Công ty TNHH Sao Mai Super Feed (Công ty con),+ Công ty TNHH Sao Mai Super Feed (Công ty con),+ Công ty TNHH Sao Mai Super Feed (Công ty con),,,
,,,1. Bán hàng trong năm,25.572.496.091,1.800.000.000,,25572496091.0,1800000000.0
,,,- Cho thuê Tài Sản,876.000.000,1.800.000.000,,876000000.0,1800000000.0
,,,- Mua nguyên liệu,18.896.896.091,,,18896896091.0,
,,,- Thanh lý tài sản,5.799.600.000,,,5799600000.0,
,,,2. Vay huy động,186.500.000.000,355.000.000.000,,186500000000.0,355000000000.0
,,,- Vay huy động vốn,186.500.000.000,355.000.000.000,,186500000000.0,355000000000.0
