row_label_raw,row_label_full,Tại ngày 31/12/2023,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Cộng
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,153.294.682.009,,,153.294.682.009,153294682009.0,,,153294682009.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,250.940.197.141,,,250.940.197.141,250940197141.0,,,250940197141.0
Vay và nợ,Vay và nợ,Vay và nợ,1.956.630.047.682,1.634.417.038.025,1.878.000.000.000,5.469.047.085.707,1956630047682.0,1634417038025.0,1878000000000.0,5469047085707.0
Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,16.001.091.308,,,16.001.091.308,16001091308.0,,,16001091308.0
Cộng,Cộng,Cộng,2.410.475.020.320,1.634.417.038.025,1.878.000.000.000,5.889.283.056.165,2410475020320.0,1634417038025.0,1878000000000.0,5889283056165.0
