row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,350.363.129.965,80.774.422.058,,1.0,350363129965.0,80774422058.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,
2.,2. > 2.,2.,Khấu hao tài sản cố định,02,582.286.833.135,558.735.076.509,,2.0,582286833135.0,558735076509.0
2.,2. > 2.,2.,Các khoản dự phòng,03,6.466.180.868,(30.444.391.639),,3.0,6466180868.0,-30444391639.0
2.,2. > 2.,2.,(Lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,(11.834.163),(880.231.755),,4.0,-11834163.0,-880231755.0
2.,2. > 2.,2.,(Lãi) từ hoạt động đầu tư,05,(23.128.371.237),(18.912.488.643),,5.0,-23128371237.0,-18912488643.0
2.,2. > 2.,2.,Chi phí lãi vay,06,42.394.816.479,53.892.973.542,,6.0,42394816479.0,53892973542.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,958.370.755.047,643.165.360.072,,8.0,958370755047.0,643165360072.0
3.,2. > 3.,3.,Thay đối các khoản phải thu,09,(7.361.654.099),115.929.305.624,,9.0,-7361654099.0,115929305624.0
3.,2. > 3.,3.,Thay đối hàng tồn kho,10,(22.359.688.857),240.024.194.039,,10.0,-22359688857.0,240024194039.0
3.,2. > 3.,3.,"Thay đối các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,24.383.157.906,(174.705.603.278),,11.0,24383157906.0,-174705603278.0
3.,2. > 3.,3.,Thay đối chi phí trả trước,12,(19.834.423.246),(119.976.092.912),,12.0,-19834423246.0,-119976092912.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(42.581.557.077),(55.510.393.425),,14.0,-42581557077.0,-55510393425.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(25.899.105.358),(13.508.786.500),,15.0,-25899105358.0,-13508786500.0
3.,2. > 3.,3.,Tiền thu khác từ hoạt động kinh doanh,16,2.172.000,272.485.456,,16.0,2172000.0,272485456.0
3.,2. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(67.830.739.320),(63.705.899.860),,17.0,-67830739320.0,-63705899860.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,796.888.916.996,571.984.569.216,,20.0,796888916996.0,571984569216.0
II.,II.,II.,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(219.193.226.122),(109.271.761.124),,21.0,-219193226122.0,-109271761124.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,3.373.837.114,12.186.358.569,,22.0,3373837114.0,12186358569.0
3.,II. > 3.,3.,"Tiền chi cho vay, bán lại công cụ nợ của đơn vị khác",23,(714.623.804),(825.567.847),,23.0,-714623804.0,-825567847.0
4.,II. > 4.,4.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,20.910.105.645,5.486.664.894,,27.0,20910105645.0,5486664894.0
4.,II. > 4.,4.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(195.623.907.167),(92.424.305.508),,30.0,-195623907167.0,-92424305508.0
