row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
Vật tư tiêu hao,a. Ngắn hạn > Vật tư tiêu hao,Vật tư tiêu hao,53.455.873.656,28.280.271.417,53455873656.0,28280271417.0
Chi phí bảo hiểm,a. Ngắn hạn > Chi phí bảo hiểm,Chi phí bảo hiểm,2.510.123.802,2.592.033.610,2510123802.0,2592033610.0
,,,55.965.997.458,30.872.305.027,55965997458.0,30872305027.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
Phí cấp quyền khai thác khoáng sản,b. Dài hạn > Phí cấp quyền khai thác khoáng sản,Phí cấp quyền khai thác khoáng sản,140.970.689.757,119.534.154.655,140970689757.0,119534154655.0
"Chi phí bóc tầng phủ, hỗ thu, hỗ lắng","b. Dài hạn > Chi phí bóc tầng phủ, hỗ thu, hỗ lắng","Chi phí bóc tầng phủ, hỗ thu, hỗ lắng",117.277.424.905,127.156.835.315,117277424905.0,127156835315.0
Chi phí giải phóng mặt bằng,b. Dài hạn > Chi phí giải phóng mặt bằng,Chi phí giải phóng mặt bằng,106.412.519.874,110.096.463.499,106412519874.0,110096463499.0
Chi phí quản lý trong giai đoạn đầu tư Dự án B.O.T,b. Dài hạn > Chi phí quản lý trong giai đoạn đầu tư Dự án B.O.T,Chi phí quản lý trong giai đoạn đầu tư Dự án B.O.T,49.339.415.498,52.358.158.913,49339415498.0,52358158913.0
Phú Hữu,Phú Hữu,Phú Hữu,Phú Hữu,Phú Hữu,,
Vật tư tiêu hao,Phú Hữu > Vật tư tiêu hao,Vật tư tiêu hao,34.113.469.499,34.503.697.026,34113469499.0,34503697026.0
Chi phí sửa chữa lớn,Phú Hữu > Chi phí sửa chữa lớn,Chi phí sửa chữa lớn,32.436.588.832,38.305.689.103,32436588832.0,38305689103.0
Chi phí khác,Phú Hữu > Chi phí khác,Chi phí khác,48.688.269.689,52.542.648.728,48688269689.0,52542648728.0
,,,529.238.378.054,534.497.647.239,529238378054.0,534497647239.0
