row_label_raw,row_label_full,col_0,Bàng cân đối kế toán,Bàng cân đối kế toán_1,Báo cáo kết quả hoạt động kinh doanh,Báo cáo kết quả hoạt động kinh doanh_1,numeric__Bàng cân đối kế toán,numeric__Bàng cân đối kế toán_1,numeric__Báo cáo kết quả hoạt động kinh doanh,numeric__Báo cáo kết quả hoạt động kinh doanh_1
,,,VND,VND,VND,VND,,,,
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,10.407.139.026,10.475.449.408,68.310.382,(2.975.864.823),10407139026.0,10475449408.0,68310382.0,-2975864823.0
Dự phòng giám giá hàng tồn kho,Dự phòng giám giá hàng tồn kho,Dự phòng giám giá hàng tồn kho,1.717.958.069,1.747.805.218,29.847.149,(230.801.281),1717958069.0,1747805218.0,29847149.0,-230801281.0
Chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(39.468.946),(174.952.143),(135.483.197),121.548.046,-39468946.0,-174952143.0,-135483197.0,121548046.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,12.085.628.149,12.048.302.483,,,12085628149.0,12048302483.0,,
Dự phòng đầu tư vào công ty con,Dự phòng đầu tư vào công ty con,Dự phòng đầu tư vào công ty con,(202.995.873),(276.070.093),(73.074.220),(80.317.362),-202995873.0,-276070093.0,-73074220.0,-80317362.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,(202.995.873),(276.070.093),,,-202995873.0,-276070093.0,,
(Thu nhập) thuế thu nhập hoãn lại,(Thu nhập) thuế thu nhập hoãn lại,(Thu nhập) thuế thu nhập hoãn lại,,,(110.399.886),(3.165.435.420),,,-110399886.0,-3165435420.0
