row_label_raw,row_label_full,Tên,Chức vụ,Năm nay,Năm trước,numeric__Chức vụ,numeric__Năm nay,numeric__Năm trước
Tên,Tên,Tên,Chức vụ,VND,VND,,,
Ông Đình Quang Dùng,Tên > Ông Đình Quang Dùng,Ông Đình Quang Dùng,Chủ tịch Hội đồng quản trị,88.000.000,96.000.000,,88000000.0,96000000.0
Ông Nguyễn Quốc Thắng,Tên > Ông Nguyễn Quốc Thắng,Ông Nguyễn Quốc Thắng,Thành viên Hội đồng quản trị/ Tổng giám đốc,2.447.084.467,1.952.575.234,,2447084467.0,1952575234.0
Ông Lưu Đình Cường,Tên > Ông Lưu Đình Cường,Ông Lưu Đình Cường,Thành viên Hội đồng quản trị/ Tổng giám đốc,-,876.826.255,,,876826255.0
Ông Nguyễn Văn Lập,Tên > Ông Nguyễn Văn Lập,Ông Nguyễn Văn Lập,Thành viên Hội đồng quản trị/ Trường phòng Kỹ thuật,1.082.313.335,1.329.906.318,,1082313335.0,1329906318.0
Ông Phan Xuân Hiệu,Tên > Ông Phan Xuân Hiệu,Ông Phan Xuân Hiệu,Thành viên Hội đồng quản trị,72.000.000,72.000.000,,72000000.0,72000000.0
Ông Võ Ngọc Trung,Tên > Ông Võ Ngọc Trung,Ông Võ Ngọc Trung,Thành viên Hội đồng quản trị/ Trường phòng Kế hoạch Chiến lược,1.233.328.526,1.332.971.791,,1233328526.0,1332971791.0
Ông Hoàng Cảnh Nguyễn,Tên > Ông Hoàng Cảnh Nguyễn,Ông Hoàng Cảnh Nguyễn,Thành viên Hội đồng quản trị,72.000.000,72.000.000,,72000000.0,72000000.0
Ông Nguyễn Quốc Huy,Tên > Ông Nguyễn Quốc Huy,Ông Nguyễn Quốc Huy,Thành viên Hội đồng quản trị,72.000.000,72.000.000,,72000000.0,72000000.0
Ông Bùi Nguyên Quỳnh,Tên > Ông Bùi Nguyên Quỳnh,Ông Bùi Nguyên Quỳnh,Phó Tổng giám đốc,1.710.570.498,1.596.463.615,,1710570498.0,1596463615.0
Ông Phạm Kiến Phương,Tên > Ông Phạm Kiến Phương,Ông Phạm Kiến Phương,Phó Tổng giám đốc,1.590.807.719,1.453.646.578,,1590807719.0,1453646578.0
Ông Lâm Hiện Đạt,Tên > Ông Lâm Hiện Đạt,Ông Lâm Hiện Đạt,Phó Tổng giám đốc,1.195.909.420,-,,1195909420.0,
Ông Nguyễn Nho Lương,Tên > Ông Nguyễn Nho Lương,Ông Nguyễn Nho Lương,Kế toán trường,1.308.025.051,1.330.021.335,,1308025051.0,1330021335.0
,,,,10.872.039.016,10.184.411.126,,10872039016.0,10184411126.0
