row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,28.1,3.479.607.604.703,3.164.844.260.274,,281.0,3479607604703.0,3164844260274.0
02,02,02,2. Các khoản giảm trừ doanh thu,28.1,-,(3.532.614.108),,281.0,,-3532614108.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,28.1,3.479.607.604.703,3.161.311.646.166,,281.0,3479607604703.0,3161311646166.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,29,(1.976.149.458.962),(1.866.368.242.306),,29.0,-1976149458962.0,-1866368242306.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.503.458.145.741,1.294.943.403.860,,,1503458145741.0,1294943403860.0
21,21,21,6. Doanh thu hoạt động tài chính,28.2,129.045.327.116,94.750.864.340,,282.0,129045327116.0,94750864340.0
22,22,22,7. Chi phí hoạt động tài chính - Trong đó: Chi phí lãi vay,31,(37.014.682.063) (36.407.185.577),(29.336.737.626) (28.535.115.775),,31.0,,
23,23,23,7. Chi phí hoạt động tài chính - Trong đó: Chi phí lãi vay,31,(37.014.682.063) (36.407.185.577),(29.336.737.626) (28.535.115.775),,31.0,,
24,24,24,8. Phần lãi (lỗ) trong công ty liên doanh và liên kết,15.1,13.982.118.647,(2.868.197.762),,151.0,13982118647.0,-2868197762.0
25,25,25,9. Chi phí bán hàng,30,(251.780.398.726),(218.510.752.801),,30.0,-251780398726.0,-218510752801.0
26,26,26,10. Chi phí quản lý doanh nghiệp,30,(238.797.348.671),(195.173.267.757),,30.0,-238797348671.0,-195173267757.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,1.118.893.162.044,943.805.312.254,,,1118893162044.0,943805312254.0
31,31,31,12. Thu nhập khác,,18.875.891.161,9.752.434.133,,,18875891161.0,9752434133.0
32,32,32,13. Chi phí khác,,(9.764.277.917),(3.315.804.062),,,-9764277917.0,-3315804062.0
40,40,40,14. Lợi nhuận khác,,9.111.613.244,6.436.630.071,,,9111613244.0,6436630071.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,1.128.004.775.288,950.241.942.325,,,1128004775288.0,950241942325.0
51,51,51,16. Chi phí thuế TNDN hiện hành,32.1,(326.015.025.537),(338.630.474.712),,321.0,-326015025537.0,-338630474712.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,32.3,85.202.825.107,144.553.313.939,,323.0,85202825107.0,144553313939.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,887.192.574.858,756.164.781.552,,,887192574858.0,756164781552.0
61,61,61,19. Lợi nhuận sau thuế của cổ đông công ty mẹ,,763.470.215.198,535.017.043.345,,,763470215198.0,535017043345.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,27,123.722.359.660,221.147.738.207,,27.0,123722359660.0,221147738207.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,34,3.521,2.992,,34.0,3521.0,2992.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,34,,2.703,,34.0,,2703.0
