row_label_raw,row_label_full,Ngân hàng > Ngân hàng Thương mạiCổ phần Phương Đông > Ngân hàng Thương mại Cổ phần Ngoại Thương Việt Nam –Chi nhánh Hồ Chí Minh,Số cuối nămVND > 214.257.852.000 > 23.945.712.600,Ngày đáo hạn > Từ ngày 12 tháng 1năm 2019 đến ngày12 tháng 10 năm2022 > Từ ngày 2 tháng 1năm 2019 đến ngày30 tháng 3 năm 2021,Mục đích vay > Mua dự ánHoàng Nam > Hỗ trợ phát triểndự án,"Lãi suất%/năm > 9,0 > 9,3",Hình thức đảm bảo > Quyền sử dụng đất củadự án Hoàng Nam(TM số 10) > Tiền gửi ngân hàng và và các khoản tương đương tiền(TM số 4),numeric__Số cuối nămVND > 214.257.852.000 > 23.945.712.600,numeric__Ngày đáo hạn > Từ ngày 12 tháng 1năm 2019 đến ngày12 tháng 10 năm2022 > Từ ngày 2 tháng 1năm 2019 đến ngày30 tháng 3 năm 2021,numeric__Mục đích vay > Mua dự ánHoàng Nam > Hỗ trợ phát triểndự án,"numeric__Lãi suất%/năm > 9,0 > 9,3",numeric__Hình thức đảm bảo > Quyền sử dụng đất củadự án Hoàng Nam(TM số 10) > Tiền gửi ngân hàng và và các khoản tương đương tiền(TM số 4)
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,238.203.564.600,,,,,238203564600.0,,,,
Trong đó:- Vay dài hạn đến hạn trả- Vay dài hạn,Trong đó:- Vay dài hạn đến hạn trả- Vay dài hạn,Trong đó:- Vay dài hạn đến hạn trả- Vay dài hạn,54.843.930.300183.359.634.300,,,,,5.484393030018336e+22,,,,
