row_label_raw,row_label_full,Thuế TNDN hiện hànhĐiều chỉnh thuế TNDN trích thiếu các năm trước,Năm nay > 314.978.657.95611.036.367.581,VNDNăm trước > 337.849.984.186780.490.526,numeric__Năm nay > 314.978.657.95611.036.367.581,numeric__VNDNăm trước > 337.849.984.186780.490.526
Chi phí thuế TNDN hiện hànhThu nhập thuế TNDN hoãn lại (TM số 32.3),Chi phí thuế TNDN hiện hànhThu nhập thuế TNDN hoãn lại (TM số 32.3),Chi phí thuế TNDN hiện hànhThu nhập thuế TNDN hoãn lại (TM số 32.3),326.015.025.537(85.202.825.107),338.630.474.712(144.553.313.939),,
TỔNG CỘNG,Chi phí thuế TNDN hiện hànhThu nhập thuế TNDN hoãn lại (TM số 32.3) > TỔNG CỘNG,TỔNG CỘNG,240.812.200.430,194.077.160.773,240812200430.0,194077160773.0
