row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Phải trả hợp đồng hợp tác,Phải trả hợp đồng hợp tác,Phải trả hợp đồng hợp tác,,,,
"kinh doanh (""HDHTKD"") (*)","Phải trả hợp đồng hợp tác > kinh doanh (""HDHTKD"") (*)","kinh doanh (""HDHTKD"") (*)",144.776.195.356,21.600.000.000,144776195356.0,21600000000.0
Khoản phải trả kinh phí bảo trì duy tu bảo dưỡng,Phải trả hợp đồng hợp tác > Khoản phải trả kinh phí bảo trì duy tu bảo dưỡng,Khoản phải trả kinh phí bảo trì duy tu bảo dưỡng,79.243.562.079,105.242.355.855,79243562079.0,105242355855.0
Đặt cọc của khách hàng,Phải trả hợp đồng hợp tác > Đặt cọc của khách hàng,Đặt cọc của khách hàng,16.280.685.173,68.942.494.930,16280685173.0,68942494930.0
Phải trả liên quan đến các dự án dở dang,Phải trả hợp đồng hợp tác > Phải trả liên quan đến các dự án dở dang,Phải trả liên quan đến các dự án dở dang,15.303.273.059,30.824.354.511,15303273059.0,30824354511.0
Cổ tức phải trả cổ đông không kiểm soát,Phải trả hợp đồng hợp tác > Cổ tức phải trả cổ đông không kiểm soát,Cổ tức phải trả cổ đông không kiểm soát,10.250.040.391,1.556.124.131,10250040391.0,1556124131.0
Hợp tác với Mizuki,Phải trả hợp đồng hợp tác > Hợp tác với Mizuki,Hợp tác với Mizuki,5.650.000.000,-,5650000000.0,
Ký quỹ đã nhận,Phải trả hợp đồng hợp tác > Ký quỹ đã nhận,Ký quỹ đã nhận,920.385.000,895.135.000,920385000.0,895135000.0
Khác,Phải trả hợp đồng hợp tác > Khác,Khác,39.431.937.352,55.723.080.806,39431937352.0,55723080806.0
TỔNG CỘNG,Phải trả hợp đồng hợp tác > TỔNG CỘNG,TỔNG CỘNG,311.856.078.410,284.783.545.233,311856078410.0,284783545233.0
Trong đó:,Trong đó:,Trong đó:,,,,
Phải trả cho các bên khác,Trong đó: > Phải trả cho các bên khác,Phải trả cho các bên khác,306.206.078.410,284.783.545.233,306206078410.0,284783545233.0
Phải trả cho bên liên quan (TM 33),Trong đó: > Phải trả cho bên liên quan (TM 33),Phải trả cho bên liên quan (TM 33),5.650.000.000,-,5650000000.0,
