row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",11.417.757.397,7.449.389.729,11417757397.0,7449389729.0
Chi phí hoa hồng môi giới,Ngắn hạn > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,9.910.007.709,81.398.301.995,9910007709.0,81398301995.0
Chi phí hoạt động,Ngắn hạn > Chi phí hoạt động,Chi phí hoạt động,4.592.102.003,10.526.654.269,4592102003.0,10526654269.0
Khác,Ngắn hạn > Khác,Khác,541.940.438,2.032.195.733,541940438.0,2032195733.0
,,,26.461.807.547,101.406.541.726,26461807547.0,101406541726.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí xây dựng nhà mẫu,Dài hạn > Chi phí xây dựng nhà mẫu,Chi phí xây dựng nhà mẫu,6.106.689.470,-,6106689470.0,
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",3.447.391.698,2.568.726.010,3447391698.0,2568726010.0
Hoa hồng môi giới,Dài hạn > Hoa hồng môi giới,Hoa hồng môi giới,1.686.882.478,-,1686882478.0,
Khác,Dài hạn > Khác,Khác,308.611.326,285.250.149,308611326.0,285250149.0
,,,11.549.574.972,2.853.976.159,11549574972.0,2853976159.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,38.011.382.519,104.260.517.885,38011382519.0,104260517885.0
