row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,3.479.607.604.703,3.164.844.260.274,3479607604703.0,3164844260274.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự","Trong đó: > Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự","Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự",2.399.239.768.591,2.243.494.278.556,2399239768591.0,2243494278556.0
Doanh thu từ chuyển nhượng dự án,Trong đó: > Doanh thu từ chuyển nhượng dự án,Doanh thu từ chuyển nhượng dự án,791.500.000.000,838.344.399.663,791500000000.0,838344399663.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,257.171.209.015,64.108.264.616,257171209015.0,64108264616.0
Thu nhập cho thuê bất động sản đầu tư,Trong đó: > Thu nhập cho thuê bất động sản đầu tư,Thu nhập cho thuê bất động sản đầu tư,21.581.285.073,14.925.009.199,21581285073.0,14925009199.0
Doanh thu xây dựng,Trong đó: > Doanh thu xây dựng,Doanh thu xây dựng,10.115.342.024,3.972.308.240,10115342024.0,3972308240.0
Trừ,Trừ,Trừ,Trừ,Trừ,,
Giảm trừ doanh thu,Trừ > Giảm trừ doanh thu,Giảm trừ doanh thu,-,(3.532.614.108),,-3532614108.0
Doanh thu thuần,Trừ > Doanh thu thuần,Doanh thu thuần,3.479.607.604.703,3.161.311.646.166,3479607604703.0,3161311646166.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán đất, nhà phố, biệt thựvà căn hộ","Trong đó: > Doanh thu bán đất, nhà phố, biệt thựvà căn hộ","Doanh thu bán đất, nhà phố, biệt thựvà căn hộ",2.399.239.768.591,2.239.961.664.448,2399239768591.0,2239961664448.0
Doanh thu từ chuyển nhượng dự án,Trong đó: > Doanh thu từ chuyển nhượng dự án,Doanh thu từ chuyển nhượng dự án,791.500.000.000,838.344.399.663,791500000000.0,838344399663.0
Doanh thu từ các dịch vụ khác đã cung cấp,Trong đó: > Doanh thu từ các dịch vụ khác đã cung cấp,Doanh thu từ các dịch vụ khác đã cung cấp,257.171.209.015,64.108.264.616,257171209015.0,64108264616.0
Doanh thu từ cho thuê bất động sản đầu tư,Trong đó: > Doanh thu từ cho thuê bất động sản đầu tư,Doanh thu từ cho thuê bất động sản đầu tư,21.581.285.073,14.925.009.199,21581285073.0,14925009199.0
Doanh thu xây dựng,Trong đó: > Doanh thu xây dựng,Doanh thu xây dựng,10.115.342.024,3.972.308.240,10115342024.0,3972308240.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với khách hàng khác,Trong đó: > Doanh thu với khách hàng khác,Doanh thu với khách hàng khác,2.460.594.659.950,2.305.093.957.103,2460594659950.0,2305093957103.0
Doanh thu với bên liên quan,Trong đó: > Doanh thu với bên liên quan,Doanh thu với bên liên quan,1.019.012.944.753,856.217.689.063,1019012944753.0,856217689063.0
