row_label_raw,row_label_full,col_0,col_1,Số cuối năm,VND Số đầu năm,numeric__col_1,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,236.988.551.748,41.780.000.000,,236988551748.0,41780000000.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,39.200.000.000,36.052.361.840,,39200000000.0,36052361840.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,276.188.551.748,77.832.361.840,,276188551748.0,77832361840.0
Chi tiết các khoản phải thu về cho vay như sau:,Chi tiết các khoản phải thu về cho vay như sau:,Chi tiết các khoản phải thu về cho vay như sau:,Chi tiết các khoản phải thu về cho vay như sau:,Chi tiết các khoản phải thu về cho vay như sau:,Chi tiết các khoản phải thu về cho vay như sau:,,,
Bên vay,Bên vay,Bên vay,Số cuối năm VND,Ngày đáo hạn,Lãi suất %/năm,,,
Công ty Cổ phần Việt Thiên Lâm,Công ty Cổ phần Việt Thiên Lâm,Công ty Cổ phần Việt Thiên Lâm,Công ty Cổ phần Việt Thiên Lâm,Công ty Cổ phần Việt Thiên Lâm,Công ty Cổ phần Việt Thiên Lâm,,,
Khoản vay 1,Công ty Cổ phần Việt Thiên Lâm > Khoản vay 1,Khoản vay 1,210.625.303.873,Ngày 24 tháng 12 năm 2019,"6,0",210625303873.0,,6.0
Ông Nguyễn Thành Đồng,Ông Nguyễn Thành Đồng,Ông Nguyễn Thành Đồng,Ông Nguyễn Thành Đồng,Ông Nguyễn Thành Đồng,Ông Nguyễn Thành Đồng,,,
Khoản vay 1,Ông Nguyễn Thành Đồng > Khoản vay 1,Khoản vay 1,20.000.000.000,Ngày 20 tháng 12 năm 2019,"6,0",20000000000.0,,6.0
Khoản vay 2,Ông Nguyễn Thành Đồng > Khoản vay 2,Khoản vay 2,289.812.545,Ngày 5 tháng 7 năm 2019,"6,0",289812545.0,,6.0
,,,20.289.812.545,,,20289812545.0,,
Bà Vũ Bích Lan,Bà Vũ Bích Lan,Bà Vũ Bích Lan,Bà Vũ Bích Lan,Bà Vũ Bích Lan,Bà Vũ Bích Lan,,,
Khoản vay 1,Bà Vũ Bích Lan > Khoản vay 1,Khoản vay 1,6.073.435.330,Ngày 24 tháng 4 năm 2019,"6,0",6073435330.0,,6.0
Khoản vay 2,Bà Vũ Bích Lan > Khoản vay 2,Khoản vay 2,17.000.000.000,Ngày 21 tháng 6 năm 2020,"6,0",17000000000.0,,6.0
Khoản vay 3,Bà Vũ Bích Lan > Khoản vay 3,Khoản vay 3,13.000.000.000,Ngày 25 tháng 6 năm 2020,"6,0",13000000000.0,,6.0
Khoản vay 4,Bà Vũ Bích Lan > Khoản vay 4,Khoản vay 4,2.000.000.000,Ngày 26 tháng 9 năm 2020,"6,0",2000000000.0,,6.0
Khoản vay 5,Bà Vũ Bích Lan > Khoản vay 5,Khoản vay 5,2.000.000.000,Ngày 7 tháng 10 năm 2020,"6,0",2000000000.0,,6.0
Khoản vay 6,Bà Vũ Bích Lan > Khoản vay 6,Khoản vay 6,2.000.000.000,Ngày 5 tháng 11 năm 2020,"6,0",2000000000.0,,6.0
Khoản vay 7,Bà Vũ Bích Lan > Khoản vay 7,Khoản vay 7,1.200.000.000,Ngày 6 tháng 11 năm 2020,"6,0",1200000000.0,,6.0
Khoản vay 8,Bà Vũ Bích Lan > Khoản vay 8,Khoản vay 8,2.000.000.000,Ngày 27 tháng 12 năm 2020,"6,0",2000000000.0,,6.0
,,,45.273.435.330,,,45273435330.0,,
TỔNG CỘNG,Bà Vũ Bích Lan > TỔNG CỘNG,TỔNG CỘNG,276.188.551.748,,,276188551748.0,,
Trong đó:- Cho vay ngắn hạn- Cho vay dài hạn,Bà Vũ Bích Lan > Trong đó:- Cho vay ngắn hạn- Cho vay dài hạn,Trong đó:- Cho vay ngắn hạn- Cho vay dài hạn,Trong đó:- Cho vay ngắn hạn- Cho vay dài hạn,236.988.551.74839.200.000.000,,,2.36988551748392e+22,
