row_label_raw,row_label_full,Ông Nguyễn Văn Đạt,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Nguyễn Tấn Danh,Ông Nguyễn Tấn Danh,Ông Nguyễn Tấn Danh,Phó Chủ tịch,,,
Bà Trần Thị Hường,Bà Trần Thị Hường,Bà Trần Thị Hường,Phó Chủ tịch,,,
Ông Đoàn Việt Đại Tử,Ông Đoàn Việt Đại Tử,Ông Đoàn Việt Đại Tử,Thành viên,,,
Ông Lê Quang Phúc,Ông Lê Quang Phúc,Ông Lê Quang Phúc,Thành viên,,,
Ông Khương Văn Mười,Ông Khương Văn Mười,Ông Khương Văn Mười,Thành viên,,,
Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Thành viên,,,
Ông Lê Minh Dũng,Ông Lê Minh Dũng,Ông Lê Minh Dũng,Thành viên,bổ nhiệm vào ngày 30 tháng 3 năm 2019,,
