row_label_raw,row_label_full,col_0,Số cuối năm > %sở hữu,Số cuối năm > Số tiềnVND,Số đầu năm > %sở hữu,Số đầu năm > Số tiềnVND,numeric__Số cuối năm > %sở hữu,numeric__Số cuối năm > Số tiềnVND,numeric__Số đầu năm > %sở hữu,numeric__Số đầu năm > Số tiềnVND
Sài Gòn – KL (i),Sài Gòn – KL (i),Sài Gòn – KL (i),99,630.667.840.000,-,-,99.0,630667840000.0,,
ĐK Phú Quốc (ii),ĐK Phú Quốc (ii),ĐK Phú Quốc (ii),99,393.624.000.000,99,393.624.000.000,99.0,393624000000.0,99.0,393624000000.0
Công ty TNHH Đầu tưXây dựng Hạ tầng kỹ thuậtCoinin (“Coinin”) (iii),Công ty TNHH Đầu tưXây dựng Hạ tầng kỹ thuậtCoinin (“Coinin”) (iii),Công ty TNHH Đầu tưXây dựng Hạ tầng kỹ thuậtCoinin (“Coinin”) (iii),80,246.000.000.000,80,246.000.000.000,80.0,246000000000.0,80.0,246000000000.0
Công ty Cổ phần Đầu tưBắt động sản Ngô Mây(“Ngô Mây”) (iv),Công ty Cổ phần Đầu tưBắt động sản Ngô Mây(“Ngô Mây”) (iv),Công ty Cổ phần Đầu tưBắt động sản Ngô Mây(“Ngô Mây”) (iv),94,127.012.460.600,-,-,94.0,127012460600.0,,
Công ty TNHH Một Thànhviên Đầu tư Phát Đạt(“Đầu tư Phát Đạt”) (v),Công ty TNHH Một Thànhviên Đầu tư Phát Đạt(“Đầu tư Phát Đạt”) (v),Công ty TNHH Một Thànhviên Đầu tư Phát Đạt(“Đầu tư Phát Đạt”) (v),-,-,100,131.000.000.000,,,100.0,131000000000.0
Phú Hưng (vi),Phú Hưng (vi),Phú Hưng (vi),100,-,100,-,100.0,,100.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,1.397.304.300.600,,770.624.000.000,,1397304300600.0,,770624000000.0
