row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2021 VND,2020 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2021 VND,numeric__2020 VND
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,01,26,9.026.539.894.518,10.900.258.405.639,1.0,26.0,9026539894518.0,10900258405639.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,27,8.370.242.756.970,8.988.480.277.828,11.0,27.0,8370242756970.0,8988480277828.0
Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),20,,656.297.137.548,1.911.778.127.811,20.0,,656297137548.0,1911778127811.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,28,75.102.867.041,43.909.611.301,21.0,28.0,75102867041.0,43909611301.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,29,153.110.280.727,295.344.626.741,22.0,29.0,153110280727.0,295344626741.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,153.110.280.727,268.329.161.705,23.0,,153110280727.0,268329161705.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,30,97.778.383.618,119.852.558.512,26.0,30.0,97778383618.0,119852558512.0
Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 26),30,,480.511.340.244,1.540.490.553.859,30.0,,480511340244.0,1540490553859.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,4.972.709.592,3.729.754.284,31.0,,4972709592.0,3729754284.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,5.826.097.892,6.172.786.159,32.0,,5826097892.0,6172786159.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,(853.388.300),(2.443.031.875),40.0,,-853388300.0,-2443031875.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,479.657.951.944,1.538.047.521.984,50.0,,479657951944.0,1538047521984.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,32,24.226.051.658,68.243.230.106,51.0,32.0,24226051658.0,68243230106.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),60,,455.431.900.286,1.469.804.291.878,60.0,,455431900286.0,1469804291878.0
Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,,,,
Lãi cơ bản trên cổ phiếu,Lãi trên cổ phiếu > Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,70,33,911,2.940,70.0,33.0,911.0,2940.0
