row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2021VND,2020VND,,
"Tiền lương, thường và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soát","Tiền lương, thường và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soát","Tiền lương, thường và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soát","Tiền lương, thường và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soát","Tiền lương, thường và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soát",,
Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,,
Ông Tạ Công Hoan,Thành viên Hội đồng Quản trị > Ông Tạ Công Hoan,Ông Tạ Công Hoan,586.500.000,574.560.000,586500000.0,574560000.0
Ông Lê Văn Chính,Thành viên Hội đồng Quản trị > Ông Lê Văn Chính,Ông Lê Văn Chính,94.575.000,42.000.000,94575000.0,42000000.0
Ông Lê Minh Tuấn,Thành viên Hội đồng Quản trị > Ông Lê Minh Tuấn,Ông Lê Minh Tuấn,454.533.000,11.868.000,454533000.0,11868000.0
Ông Lê Ngọc Nam,Thành viên Hội đồng Quản trị > Ông Lê Ngọc Nam,Ông Lê Ngọc Nam,110.700.000,112.800.000,110700000.0,112800000.0
Ông Dương Sơn Bá (là Thành viên Hội đồng Quản trịtừ ngày 22 tháng 4 năm 2021),Thành viên Hội đồng Quản trị > Ông Dương Sơn Bá (là Thành viên Hội đồng Quản trịtừ ngày 22 tháng 4 năm 2021),Ông Dương Sơn Bá (là Thành viên Hội đồng Quản trịtừ ngày 22 tháng 4 năm 2021),117.000.000,-,117000000.0,
Ông Chu Thế Hoàng (là Thành viên Hội đồng Quản trịtừ ngày 22 tháng 4 năm 2021),Thành viên Hội đồng Quản trị > Ông Chu Thế Hoàng (là Thành viên Hội đồng Quản trịtừ ngày 22 tháng 4 năm 2021),Ông Chu Thế Hoàng (là Thành viên Hội đồng Quản trịtừ ngày 22 tháng 4 năm 2021),49.500.000,-,49500000.0,
Ông Ngô Minh Quân (là Thành viên Hội đồng Quản trịđến ngày 22 tháng 4 năm 2021),Thành viên Hội đồng Quản trị > Ông Ngô Minh Quân (là Thành viên Hội đồng Quản trịđến ngày 22 tháng 4 năm 2021),Ông Ngô Minh Quân (là Thành viên Hội đồng Quản trịđến ngày 22 tháng 4 năm 2021),45.075.000,36.000.000,45075000.0,36000000.0
Ông Nguyễn Đức Luyện (là Thành viên Hội đồng Quản trị đếnngày 22 tháng 4 năm 2021),Thành viên Hội đồng Quản trị > Ông Nguyễn Đức Luyện (là Thành viên Hội đồng Quản trị đếnngày 22 tháng 4 năm 2021),Ông Nguyễn Đức Luyện (là Thành viên Hội đồng Quản trị đếnngày 22 tháng 4 năm 2021),61.200.000,112.800.000,61200000.0,112800000.0
Ông Nguyễn Thường Quang (là Thành viên Hội đồng Quản trịđến ngày 30 tháng 6 năm 2021),Thành viên Hội đồng Quản trị > Ông Nguyễn Thường Quang (là Thành viên Hội đồng Quản trịđến ngày 30 tháng 6 năm 2021),Ông Nguyễn Thường Quang (là Thành viên Hội đồng Quản trịđến ngày 30 tháng 6 năm 2021),82.800.000,72.000.000,82800000.0,72000000.0
Ông Nguyễn Trâm (là Thành viên Hội đồng Quản trịđến ngày 5 tháng 6 năm 2020),Thành viên Hội đồng Quản trị > Ông Nguyễn Trâm (là Thành viên Hội đồng Quản trịđến ngày 5 tháng 6 năm 2020),Ông Nguyễn Trâm (là Thành viên Hội đồng Quản trịđến ngày 5 tháng 6 năm 2020),16.125.000,76.800.000,16125000.0,76800000.0
Ông Nguyễn Văn Quyên (là Thành viên Hội đồng Quản trị đếnngày 5 tháng 6 năm 2020),Thành viên Hội đồng Quản trị > Ông Nguyễn Văn Quyên (là Thành viên Hội đồng Quản trị đếnngày 5 tháng 6 năm 2020),Ông Nguyễn Văn Quyên (là Thành viên Hội đồng Quản trị đếnngày 5 tháng 6 năm 2020),16.125.000,70.800.000,16125000.0,70800000.0
Ông Nguyễn Minh Thành (là Thành viên Hội đồng Quản trịđến ngày 18 tháng 12 năm 2020),Thành viên Hội đồng Quản trị > Ông Nguyễn Minh Thành (là Thành viên Hội đồng Quản trịđến ngày 18 tháng 12 năm 2020),Ông Nguyễn Minh Thành (là Thành viên Hội đồng Quản trịđến ngày 18 tháng 12 năm 2020),35.475.000,82.200.000,35475000.0,82200000.0
Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,,
Ông Dương Sơn Bá (là Tổng Giám đốc từ ngày 1 tháng 7 năm2021),Tổng Giám đốc > Ông Dương Sơn Bá (là Tổng Giám đốc từ ngày 1 tháng 7 năm2021),Ông Dương Sơn Bá (là Tổng Giám đốc từ ngày 1 tháng 7 năm2021),428.154.000,-,428154000.0,
Ông Nguyễn Thường Quang (là Tổng Giám đốc đến ngày 30tháng 6 năm 2021),Tổng Giám đốc > Ông Nguyễn Thường Quang (là Tổng Giám đốc đến ngày 30tháng 6 năm 2021),Ông Nguyễn Thường Quang (là Tổng Giám đốc đến ngày 30tháng 6 năm 2021),259.380.000,548.400.000,259380000.0,548400000.0
Thành viên khác của Ban Giám đốc,Thành viên khác của Ban Giám đốc,Thành viên khác của Ban Giám đốc,Thành viên khác của Ban Giám đốc,Thành viên khác của Ban Giám đốc,,
Tiền lương và thường,Thành viên khác của Ban Giám đốc > Tiền lương và thường,Tiền lương và thường,850.213.000,571.135.000,850213000.0,571135000.0
Thành viên Ban Kiểm soát,Thành viên Ban Kiểm soát,Thành viên Ban Kiểm soát,Thành viên Ban Kiểm soát,Thành viên Ban Kiểm soát,,
Thù lao,Thành viên Ban Kiểm soát > Thù lao,Thù lao,616.097.000,660.220.000,616097000.0,660220000.0
