row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2021VND > -,Số phát sinhVND > 909.910.938.501,Số đã nộp/cấn trừVND > (909.910.938.501),31/12/2021VND > -,numeric__1/1/2021VND > -,numeric__Số phát sinhVND > 909.910.938.501,numeric__Số đã nộp/cấn trừVND > (909.910.938.501),numeric__31/12/2021VND > -
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,9.766.744.271,24.226.051.658,(29.485.169.524),4.507.626.405,9766744271.0,24226051658.0,-29485169524.0,4507626405.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,355.947.167,3.295.684.304,(3.473.696.581),177.934.890,355947167.0,3295684304.0,-3473696581.0,177934890.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,7.582.021.200,94.333.805.280,(93.151.960.200),8.763.866.280,7582021200.0,94333805280.0,-93151960200.0,8763866280.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,18.034.910.380,(18.034.910.380),-,,18034910380.0,-18034910380.0,
,,,17.704.712.638,1.049.801.390.123,(1.054.056.675.186),13.449.427.575,17704712638.0,1049801390123.0,-1054056675186.0,13449427575.0
