row_label_raw,row_label_full,col_0,31/12/2021Giá gốcVND,1/1/2021Giá gốcVND,numeric__31/12/2021Giá gốcVND,numeric__1/1/2021Giá gốcVND
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,538.196.220.121,730.710.788.451,538196220121.0,730710788451.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,21.871.269.968,14.248.707.308,21871269968.0,14248707308.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,-,464.063.186,,464063186.0
,,,560.067.490.089,745.423.558.945,560067490089.0,745423558945.0
