row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,730.086,951.804,730086.0,951804.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,359.712,621.452,359712.0,621452.0
Thu từ dịch vụ tài khoản,Thu từ dịch vụ tài khoản,Thu từ dịch vụ tài khoản,247.982,204.242,247982.0,204242.0
Thu từ dịch vụ bảo quản tài sản,Thu từ dịch vụ bảo quản tài sản,Thu từ dịch vụ bảo quản tài sản,3.658,3.767,3658.0,3767.0
Thu từ dịch vụ cho thuê tài sản,Thu từ dịch vụ cho thuê tài sản,Thu từ dịch vụ cho thuê tài sản,41.300,43.251,41300.0,43251.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,-,10.536,,10536.0
Thu từ dịch vụ đai lý bảo hiểm,Thu từ dịch vụ đai lý bảo hiểm,Thu từ dịch vụ đai lý bảo hiểm,9.419,3.340,9419.0,3340.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,4.532,2.583,4532.0,2583.0
Thu khác,Thu khác,Thu khác,63.483,62.633,63483.0,62633.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(141.904),(390.838),-141904.0,-390838.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(112.333),(372.541),-112333.0,-372541.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(3.102),(3.571),-3102.0,-3571.0
Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,(16.160),(4.981),-16160.0,-4981.0
Chi khác,Chi khác,Chi khác,(10.309),(9.745),-10309.0,-9745.0
,,,588.182,560.966,588182.0,560966.0
