row_label_raw,row_label_full,col_0,col_1,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__col_1,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
I. Tổng số nhân viên trung bình (người),I. Tổng số nhân viên trung bình (người),I. Tổng số nhân viên trung bình (người),,5.460,5.298,,5460.0,5298.0
II. Thu nhập của nhân viên (Triệu đồng),II. Thu nhập của nhân viên (Triệu đồng),II. Thu nhập của nhân viên (Triệu đồng),II. Thu nhập của nhân viên (Triệu đồng),II. Thu nhập của nhân viên (Triệu đồng),II. Thu nhập của nhân viên (Triệu đồng),,,
1. Tổng quỹ lương,II. Thu nhập của nhân viên (Triệu đồng) > 1. Tổng quỹ lương,1. Tổng quỹ lương,,1.844.635,1.865.606,,1844635.0,1865606.0
2. Tiền thường,II. Thu nhập của nhân viên (Triệu đồng) > 2. Tiền thường,2. Tiền thường,,2.272,6.550,,2272.0,6550.0
3. Tổng thu nhập (1+2),II. Thu nhập của nhân viên (Triệu đồng) > 3. Tổng thu nhập (1+2),3. Tổng thu nhập (1+2),,1.816.957,1.872.156,,1816957.0,1872156.0
4. Tiền lương bình quân tháng(Triệu đồng/người),II. Thu nhập của nhân viên (Triệu đồng) > 4. Tiền lương bình quân tháng(Triệu đồng/người),4. Tiền lương bình quân tháng(Triệu đồng/người),,28,29,,28.0,29.0
5. Thu nhập bình quân tháng(Triệu đồng/người),II. Thu nhập của nhân viên (Triệu đồng) > 5. Thu nhập bình quân tháng(Triệu đồng/người),5. Thu nhập bình quân tháng(Triệu đồng/người),,28,29,,28.0,29.0
