row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
,,,Trên 3thángTriệu đồng,Đến 3thángTriệu đồng,Đến 1thángTriệu đồng,Từ 1 - 3thángTriệu đồng,Từ 3 - 12thángTriệu đồng,Từ 1 - 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,-,1.231.315,-,-,-,-,1.231.315,,,1231315.0,,,,,1231315.0
Tiền gửi tại NHNN Việt Nam,Tài sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,-,-,13.719.544,-,-,-,-,13.719.544,,,13719544.0,,,,,13719544.0
Tiền gửi tại và cho vay các TCTD khác,Tài sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,125.697.763,28.580.100,766.038,159.241,-,155.203.142,,,125697763.0,28580100.0,766038.0,159241.0,,155203142.0
Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,-,-,2.690,16.056,3.035,-,-,21.781,,,2690.0,16056.0,3035.0,,,21781.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,4.260.137,2.587.781,9.988.623,26.892.545,65.932.796,28.694.873,59.250.838,197.607.593,4260137.0,2587781.0,9988623.0,26892545.0,65932796.0,28694873.0,59250838.0,197607593.0
Hoạt động mua nợ - gộp,Tài sản > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,-,655.482,-,-,-,-,-,655.482,,655482.0,,,,,,655482.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,127.766,2.321.431,9.365.885,3.277.866,24.979.310,40.072.258,,,127766.0,2321431.0,9365885.0,3277866.0,24979310.0,40072258.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,224.011,224.011,,,,,,,224011.0,224011.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,356.448,855,8.557,413.644,1.590.029,2.369.533,,,356448.0,855.0,8557.0,413644.0,1590029.0,2369533.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,-,-,4.680.850,2.252.817,1.661.737,716.053,355.93,9.667.390,,,4680850.0,2252817.0,1661737.0,716053.0,35593.0,9667390.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,4.260.137,3.243.263,155.804.999,60.063.804,77.738.048,33.261.677,86.400.121,420.772.049,4260137.0,3243263.0,155804999.0,60063804.0,77738048.0,33261677.0,86400121.0,420772049.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ vàNHNN Việt Nam,Nợ phải trả > Các khoản nợ Chính phủ vàNHNN Việt Nam,Các khoản nợ Chính phủ vàNHNN Việt Nam,-,-,14.064.037,3.964.556,-,-,-,18.028.593,,,14064037.0,3964556.0,,,,18028593.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,135.829.574,19.351.922,1.947.320,25.275,-,157.154.091,,,135829574.0,19351922.0,1947320.0,25275.0,,157154091.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,51.623.181,41.401.727,78.434.482,6.351.303,-,177.810.693,,,51623181.0,41401727.0,78434482.0,6351303.0,,177810693.0
"Vốn tài trợ, uỷ thác đầu tư,cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, uỷ thác đầu tư,cho vay TCTD chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư,cho vay TCTD chịu rủi ro",-,-,-,-,828.385,1.058.173,525.800,2.412.358,,,,,828385.0,1058173.0,525800.0,2412358.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,1.774.380,4.377.620,10.792.890,11.374.860,4.988.340,33.308.090,,,1774380.0,4377620.0,10792890.0,11374860.0,4988340.0,33308090.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,2.723.850,1.577.011,1.758.127,129.682,60,6.188.730,,,2723850.0,1577011.0,1758127.0,129682.0,60.0,6188730.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,206.015.022,70.672.836,93.761.204,18.939.293,5.514.200,394.902.555,,,206015022.0,70672836.0,93761204.0,18939293.0,5514200.0,394902555.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,4.260.137,3.243.263,(50.210.023),(10.609.032),(16.023.156),14.322.384,80.885.921,25.869.494,4260137.0,3243263.0,-50210023.0,-10609032.0,-16023156.0,14322384.0,80885921.0,25869494.0
