row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025%/năm,Ngày 31 tháng 12năm 2024%/năm,numeric__Ngày 31 tháng 12năm 2025%/năm,numeric__Ngày 31 tháng 12năm 2024%/năm
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,,
Bằng VND,Cho vay các TCTD khác > Bằng VND,Bằng VND,"0,00 - 6,20","0,00",,0.0
Bằng ngoại tệ,Cho vay các TCTD khác > Bằng ngoại tệ,Bằng ngoại tệ,"1,50",Không áp dụng,1.5,
