row_label_raw,row_label_full,col_0,Tỷ lệ phần trăm của lợi nhuận sau thuế,col_2,Mức tối đa,numeric__Tỷ lệ phần trăm của lợi nhuận sau thuế,numeric__col_2,numeric__Mức tối đa
Quỹ dự trữ bổ sung vốn điều lệ,Quỹ dự trữ bổ sung vốn điều lệ,Quỹ dự trữ bổ sung vốn điều lệ,"10% lợi nhuận sau thuế sau khi chia lãi cho các bên góp vốn liên kết theo các giao, hợp đồng đã ký kết và bù đáp khoản lỗ của các năm trước đã hết thời hạn được trừ vào lợi nhuận trước thuế TNDN","10% lợi nhuận sau thuế sau khi chia lãi cho các bên góp vốn liên kết theo các giao, hợp đồng đã ký kết và bù đáp khoản lỗ của các năm trước đã hết thời hạn được trừ vào lợi nhuận trước thuế TNDN",100% vốn điều lệ,,,
Quỹ dự phòng tài chính,Quỹ dự phòng tài chính,Quỹ dự phòng tài chính,10% lợi nhuận sau thuế sau khi trích lập quỹ dự trữ bổ sung vốn điều lệ,10% lợi nhuận sau thuế sau khi trích lập quỹ dự trữ bổ sung vốn điều lệ,Không quy định,,,
