row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Công ty TNHH Rồng Thái Bình Dương (Cổ đông sở hữu trên 5% vốn cổ phần có quyền biểu quyết),Công ty TNHH Rồng Thái Bình Dương (Cổ đông sở hữu trên 5% vốn cổ phần có quyền biểu quyết),Công ty TNHH Rồng Thái Bình Dương (Cổ đông sở hữu trên 5% vốn cổ phần có quyền biểu quyết),Tiền gửi,(696),(706),,-696.0,-706.0
"Thành viên Hội đồngQuản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng",Tiền gửi,(30.656),(38.386),,-30656.0,-38386.0
"Thành viên Hội đồngQuản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng",Tiền cho vay,1.469,-,,1469.0,
"Thành viên Hội đồngQuản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng",Lãi dự chi tiền gửi,(80),(154),,-80.0,-154.0
"Thành viên Hội đồngQuản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Thành viên Hội đồngQuản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng",Lãi dự thu,11,-,,11.0,
"Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng",Tiền gửi,(87.681),(65.723),,-87681.0,-65723.0
"Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng",Tiền cho vay,6.880,59.214,,6880.0,59214.0
"Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng",Lãi dự chi tiền gửi,(1.355),(1.053),,-1355.0,-1053.0
"Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng",Lãi dự thu cho vay,36,251,,36.0,251.0
"Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng","Các cá nhân là bên liên quan của Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng",Phải thu khác,70,-,,70.0,
