row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,279.209,493.128,279209.0,493128.0
Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,134.713,386.240,134713.0,386240.0
Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),144.496,106.888,144496.0,106888.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,1.234.467,753.903,1234467.0,753903.0
Thuế và các khoản phải trả ngân sách nhà nước,Thuế và các khoản phải trả ngân sách nhà nước,Thuế và các khoản phải trả ngân sách nhà nước,595.977,289.779,595977.0,289779.0
Các khoản chờ trả cho khách hàng,Các khoản chờ trả cho khách hàng,Các khoản chờ trả cho khách hàng,224.160,691,224160.0,691.0
Các khoản chờ thanh toán trong nghiệp vụ thanh toán,Các khoản chờ thanh toán trong nghiệp vụ thanh toán,Các khoản chờ thanh toán trong nghiệp vụ thanh toán,155.107,75.896,155107.0,75896.0
Các khoản phải trả trong dịch vụ thanh toán chuyển tiền nhanh,Các khoản phải trả trong dịch vụ thanh toán chuyển tiền nhanh,Các khoản phải trả trong dịch vụ thanh toán chuyển tiền nhanh,154.601,299.180,154601.0,299180.0
Các khoản phải trả trong dịch vụ thanh toán thể,Các khoản phải trả trong dịch vụ thanh toán thể,Các khoản phải trả trong dịch vụ thanh toán thể,57.480,50.118,57480.0,50118.0
Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,20.147,15.367,20147.0,15367.0
Phải trả khác,Phải trả khác,Phải trả khác,26.995,22.872,26995.0,22872.0
,,,1.513.676,1.247.031,1513676.0,1247031.0
