row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(848.310),(669.877),,-848310.0,-669877.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",31,1.640,1.191,31.0,1640.0,1191.0
"Tiền thu từ bản, thanh lý bắt động sản đầu tư","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ bản, thanh lý bắt động sản đầu tư","Tiền thu từ bản, thanh lý bắt động sản đầu tư",31,35.589,7.527,31.0,35589.0,7527.0
"Tiền chi đầu tư, góp vốn vào các đơn vị khác","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư, góp vốn vào các đơn vị khác","Tiền chi đầu tư, góp vốn vào các đơn vị khác",,-,(142.197),,,-142197.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,-,3.506,,,3506.0
"Tiền thu cổ tức và lợi nhuận được chia tửcác khoản đầu tư, góp vốn dài hạn","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia tửcác khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia tửcác khoản đầu tư, góp vốn dài hạn",32,2.222,22,32.0,2222.0,22.0
Lưu chuyển tiền thuần sử dụng vào hoạt độngđầu tư,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần sử dụng vào hoạt độngđầu tư,Lưu chuyển tiền thuần sử dụng vào hoạt độngđầu tư,,(808.859),(799.828),,-808859.0,-799828.0
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,,,
Tăng vốn cổ phần từ hoạt động góp vốn và/hoặcphát hành cổ phiếu,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH > Tăng vốn cổ phần từ hoạt động góp vốn và/hoặcphát hành cổ phiếu,Tăng vốn cổ phần từ hoạt động góp vốn và/hoặcphát hành cổ phiếu,,-,499.648,,,499648.0
"Cổ tức trả cho cổ đông, lợi nhuận đã chia","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH > Cổ tức trả cho cổ đông, lợi nhuận đã chia","Cổ tức trả cho cổ đông, lợi nhuận đã chia",,(159),(86),,-159.0,-86.0
Lưu chuyển tiền thuần (sử dụng vào)/từhoạt động tài chính,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH > Lưu chuyển tiền thuần (sử dụng vào)/từhoạt động tài chính,Lưu chuyển tiền thuần (sử dụng vào)/từhoạt động tài chính,,(159),499.562,,-159.0,499562.0
Lưu chuyển tiền thuần trong năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,117.803.403,13.098.886,,117803403.0,13098886.0
Tiền và các khoản tương đương tiền đầu năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,34,51.301.319,38.202.433,34.0,51301319.0,38202433.0
Tiền và các khoản tương đương tiền cuối năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,34,169.104.722,51.301.319,34.0,169104722.0,51301319.0
