row_label_raw,row_label_full,Số đầu năm(Hoàn nhập)/trích lập dự phòng giảm giá,Năm nayTriệu đồng > 39.176(4.501),Năm trướcTriệu đồng > 33.02310.502,numeric__Năm nayTriệu đồng > 39.176(4.501),numeric__Năm trướcTriệu đồng > 33.02310.502
Hoàn nhập dự phòng rủi ro các khoản bán nợ,Hoàn nhập dự phòng rủi ro các khoản bán nợ,Hoàn nhập dự phòng rủi ro các khoản bán nợ,-,(4.349),,-4349.0
Số cuối năm,Số cuối năm,Số cuối năm,34.675,39.176,34675.0,39176.0
