row_label_raw,row_label_full,col_0,col_1,31/12/2017VND > Giá trị,31/12/2017VND > Dự phòng,01/01/2017VND > Giá trị,01/01/2017VND > Dự phòng,numeric__col_1,numeric__31/12/2017VND > Giá trị,numeric__31/12/2017VND > Dự phòng,numeric__01/01/2017VND > Giá trị,numeric__01/01/2017VND > Dự phòng
a),a),a),Ngắn hạn,226.434.967.687,41.570.000,226.339.985.904,41.570.000,,226434967687.0,41570000.0,226339985904.0,41570000.0
a),a),a),Tạm ứng,37.938.947.801,-,6.630.678.535,-,,37938947801.0,,6630678535.0,
a),a),a),Đặng Văn Hảo (1),8.000.000.000,-,25.000.000,-,,8000000000.0,,25000000.0,
a),a),a),Nguyễn Minh Hải (1),7.300.000.000,-,-,-,,7300000000.0,,,
a),a),a),Đoàn Tiến Trung,6.985.000.000,-,-,-,,6985000000.0,,,
a),a),a),Đặng Văn Hùng,10.000.000.000,-,-,-,,10000000000.0,,,
a),a),a),Các đối tượng khác,5.653.947.801,-,6.605.678.535,-,,5653947801.0,,6605678535.0,
a),a),a),"Cảm cổ, ký cược, ký quỹ",56.195.055.652,-,110.637.450.000,-,,56195055652.0,,110637450000.0,
a),a),a),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (2),1.000.000.000,-,105.500.000.000,-,,1000000000.0,,105500000000.0,
a),a),a),Công ty Vật liệu xây dựng và Xây lắp thương mại BMC (3),5.100.000.000,-,5.100.000.000,-,,5100000000.0,,5100000000.0,
a),a),a),Công ty CP Đầu tư Việt Nam (4),50.000.000.000,-,-,-,,50000000000.0,,,
a),a),a),Các đối tượng khác,95.055.652,-,37.450.000,-,,95055652.0,,37450000.0,
a),a),a),Phải thu khác,132.300.964.234,41.570.000,109.071.857.369,41.570.000,,132300964234.0,41570000.0,109071857369.0,41570000.0
a),a),a),Phải thu về hoạt động hợp tác đầu tư,108.305.292.023,-,41.555.603.758,-,,108305292023.0,,41555603758.0,
a),a),a),Công ty CP Đầu tư thương mại dịch vụ Đức Trí Tín (5),34.445.145.058,-,24.617.737.917,-,,34445145058.0,,24617737917.0,
a),a),a),Công ty CP Đức Trí Tín Phú Quốc (6),66.165.697.942,-,16.937.865.841,-,,66165697942.0,,16937865841.0,
a),a),a),Công ty TNHH Dịch vụ bắt động sản Đảo Vàng (7),7.694.449.023,-,-,-,,7694449023.0,,,
a),a),a),Phải thu về tiền bồi thường hỗ trợ và tái định cư DA khu đô thị - Du lịch Đường Bảo - Bãi Trường - Phú Quốc (8),10.610.917.700,-,63.729.933.000,-,,10610917700.0,,63729933000.0,
a),a),a),Lãi dự thu,3.315.868.387,-,-,-,,3315868387.0,,,
a),a),a),Phải thu khác,10.068.886.124,41.570.000,3.786.320.611,41.570.000,,10068886124.0,41570000.0,3786320611.0,41570000.0
