row_label_raw,row_label_full,col_0,Miền Bắc > Năm 2017VND,Miền Bắc > Năm 2016VND,Miền Nam > Năm 2017VND,Miền Nam > Năm 2016VND,Tổng cộng > Năm 2017VND,Tổng cộng > Năm 2016VND,numeric__Miền Bắc > Năm 2017VND,numeric__Miền Bắc > Năm 2016VND,numeric__Miền Nam > Năm 2017VND,numeric__Miền Nam > Năm 2016VND,numeric__Tổng cộng > Năm 2017VND,numeric__Tổng cộng > Năm 2016VND
"Doanh thu bán hàng và cung cấp hàng hóa, dịch vụ","Doanh thu bán hàng và cung cấp hàng hóa, dịch vụ","Doanh thu bán hàng và cung cấp hàng hóa, dịch vụ",403.075.366.169,381.088.840.911,1.429.723.329.510,1.029.345.428.737,1.832.798.695.679,1.410.434.269.648,403075366169.0,381088840911.0,1429723329510.0,1029345428737.0,1832798695679.0,1410434269648.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,280.823.233.154,246.168.498.681,827.889.417.341,664.916.921.236,1.108.712.650.495,911.085.419.917,280823233154.0,246168498681.0,827889417341.0,664916921236.0,1108712650495.0,911085419917.0
Tổng cộng,Tổng cộng,Tổng cộng,683.898.599.323,627.257.339.592,2.257.612.746.851,1.694.262.349.973,2.941.511.346.174,2.321.519.689.565,683898599323.0,627257339592.0,2257612746851.0,1694262349973.0,2941511346174.0,2321519689565.0
