row_label_raw,row_label_full,col_0,31/12/2017 > Số lượng,31/12/2017 > Giá trị (VND),01/01/2017 > Số lượng,01/01/2017 > Giá trị (VND),numeric__31/12/2017 > Số lượng,numeric__31/12/2017 > Giá trị (VND),numeric__01/01/2017 > Số lượng,numeric__01/01/2017 > Giá trị (VND)
Tiền,Tiền,Tiền,-,645.925.429,-,634.807.087,,645925429.0,,634807087.0
Cộng,Cộng,Cộng,-,645.925.429,-,634.807.087,,645925429.0,,634807087.0
