row_label_raw,row_label_full,col_0,col_1,31/12/2017VND,01/01/2017VND,numeric__col_1,numeric__31/12/2017VND,numeric__01/01/2017VND
a),a),a),Ngân hạn,98.244.097.550,81.796.935.343,,98244097550.0,81796935343.0
a),a),a),Kinh phí công đoàn,1.997.112.759,842.167.037,,1997112759.0,842167037.0
a),a),a),Bảo hiểm xã hội,1.089.897.564,910.483.540,,1089897564.0,910483540.0
a),a),a),Bảo hiểm y tế,205.684.266,-,,205684266.0,
a),a),a),Bảo hiểm thất nghiệp,89.720.650,-,,89720650.0,
a),a),a),"Nhận ký quỹ, ký cược ngắn hạn",15.555.742.537,-,,15555742537.0,
a),a),a),"Cổ tức, lợi nhuận phải trả",58.092.000.000,24.000.000.000,,58092000000.0,24000000000.0
a),a),a),Phải trả phải nộp khác,21.213.939.774,56.044.284.766,,21213939774.0,56044284766.0
a),a),a),Công ty TNHH Dịch vụ Bất động sản Đảo Vàng(1),-,40.849.727.601,,,40849727601.0
a),a),a),Công ty Cổ phần Đầu tư phát triển Phong Phú,13.069.738.326,13.069.738.326,,13069738326.0,13069738326.0
a),a),a),Các khoản phải trả khác,8.144.201.448,2.124.818.839,,8144201448.0,2124818839.0
b),b),b),Dài hạn,18.197.193.002,6.436.223.033,,18197193002.0,6436223033.0
b),b),b),"Nhận ký quỹ, ký cược dài hạn",9.393.501.652,3.397.419.841,,9393501652.0,3397419841.0
b),b),b),Phi bảo trì dự án Chi Đông,1.315.788.903,1.315.788.903,,1315788903.0,1315788903.0
b),b),b),Phải trả Công ty Cổ phần Đức Trí Tín Phú Quốc (2),5.000.000.000,-,,5000000000.0,
b),b),b),Phải trả dài hạn khác,2.487.902.447,1.723.014.289,,2487902447.0,1723014289.0
b),b),b),Cộng,116.441.290.552,88.233.158.376,,116441290552.0,88233158376.0
