row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2023,Năm 2022 (đã điều chỉnh),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2023,numeric__Năm 2022 (đã điều chỉnh)
,,,,,VND,VND,,,,
,,,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,31,31,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,23.000.000.000,257.600.700.000,,,23000000000.0,257600700000.0
33,33,33,2. Tiền thu từ đi vay,,3.295.260.763.168,10.397.831.951.657,,,3295260763168.0,10397831951657.0
34,34,34,3. Tiền trả nợ gốc vay,,(4.709.057.152.612),(9.383.156.323.610),,,-4709057152612.0,-9383156323610.0
35,35,35,4. Tiền trả nợ gốc thuê tài chính,,(711.102.864),(711.102.864),,,-711102864.0,-711102864.0
36,36,36,"5. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(4.201.838.112),(73.598.316.300),,,-4201838112.0,-73598316300.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(1.395.709.330.420),1.197.966.908.883,,,-1395709330420.0,1197966908883.0
50,50,50,Lưu chuyển tiền thuần trong năm,,(107.724.294.483),(238.122.262.019),,,-107724294483.0,-238122262019.0
60,60,60,Tiền và tương đương tiền đầu năm,,496.252.581.750,734.365.822.818,,,496252581750.0,734365822818.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,2.787.106,9.020.951,,,2787106.0,9020951.0
70,70,70,Tiền và tương đương tiền cuối năm,4,388.531.074.373,496.252.581.750,,4.0,388531074373.0,496252581750.0
