row_label_raw,row_label_full,col_0,Năm 2023,Năm 2022,numeric__Năm 2023,numeric__Năm 2022
,,,VND,VND,,
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",97.189.364,98.112.466,97189364.0,98112466.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,15.493.780.346,16.954.132.606,15493780346.0,16954132606.0
"Chi phí công cụ, dụng cụ, đồ dùng","Chi phí công cụ, dụng cụ, đồ dùng","Chi phí công cụ, dụng cụ, đồ dùng",1.053.360.988,557.910.308,1053360988.0,557910308.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,2.524.057.650,1.827.399.152,2524057650.0,1827399152.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",5.418.060,1.200.200,5418060.0,1200200.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,14.506.048.233,13.691.161.243,14506048233.0,13691161243.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,3.833.621.146,1.976.713.595,3833621146.0,1976713595.0
Chi phí khác,Chi phí khác,Chi phí khác,1.232.940.014,4.028.987.059,1232940014.0,4028987059.0
,,,38.746.415.801,39.135.616.629,38746415801.0,39135616629.0
