row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,Công ty liên kết,
Công ty CP Kỹ thuật Jesco Hòa Bình,Công ty CP Kỹ thuật Jesco Hòa Bình,Công ty CP Kỹ thuật Jesco Hòa Bình,Công ty liên kết,
Công ty CP Cơ khí và Nhóm kính Anh Việt,Công ty CP Cơ khí và Nhóm kính Anh Việt,Công ty CP Cơ khí và Nhóm kính Anh Việt,Công ty liên kết,
Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,Công ty liên kết,
Công ty CP Bất động sản Thành Ngân,Công ty CP Bất động sản Thành Ngân,Công ty CP Bất động sản Thành Ngân,Công ty liên kết (từ ngày 06/06/2023),
Ông Lê Việt Hải,Ông Lê Việt Hải,Ông Lê Việt Hải,Chủ tịch HDQT,
Bà Bùi Ngọc Mai,Bà Bùi Ngọc Mai,Bà Bùi Ngọc Mai,Vợ Chủ tịch HDQT,
Ông Lê Việt Hà,Ông Lê Việt Hà,Ông Lê Việt Hà,Em trai chủ tịch HDQT,
Ông Lê Việt Hòa,Ông Lê Việt Hòa,Ông Lê Việt Hòa,Con ruột Chủ tịch HDQT,
Ông Lê Việt Hiêu,Ông Lê Việt Hiêu,Ông Lê Việt Hiêu,Phó Chủ tịch HDQT,
,,,kiểm Phó Tổng Giám đốc thường trực,
Bà Nguyễn Thị Lượt,Bà Nguyễn Thị Lượt,Bà Nguyễn Thị Lượt,Phó Chủ tịch HDQT (bổ nhiệm ngày 01/07/2023) trước đó là Thành viên HDQT (bổ nhiệm ngày 27/07/2023),
Ông Lê Văn Nam,Ông Lê Văn Nam,Ông Lê Văn Nam,Thành viên HDQT (bổ nhiệm ngày 27/06/2023) kiểm Tổng Giám đốc (bổ nhiệm ngày 01/06/2023),
Ông Nguyễn Tường Bảo,Ông Nguyễn Tường Bảo,Ông Nguyễn Tường Bảo,Thành viên HDQT,
Bà Vũ Thị Hòa,Bà Vũ Thị Hòa,Bà Vũ Thị Hòa,Thành viên HDQT (bổ nhiệm ngày 27/06/2023),
Ông Lê Quốc Duy,Ông Lê Quốc Duy,Ông Lê Quốc Duy,Thành viên HDQT (miễn nhiệm ngày 27/06/2023) kiểm Phó Tổng Giám đốc (miễn nhiệm ngày 23/03/2023),
Ông David Martin Ruiz,Ông David Martin Ruiz,Ông David Martin Ruiz,Thành viên HDQT (miễn nhiệm ngày 27/06/2023),
Ông Dương Văn Hùng,Ông Dương Văn Hùng,Ông Dương Văn Hùng,Thành viên HDQT (miễn nhiệm ngày 27/06/2023),
Ông Nguyễn Công Phú,Ông Nguyễn Công Phú,Ông Nguyễn Công Phú,Thành viên HDQT (miễn nhiệm ngày 27/06/2023),
Ông Albert Antoine,Ông Albert Antoine,Ông Albert Antoine,Thành viên HDQT (miễn nhiệm ngày 27/06/2023),
Ông Nguyễn Tân Thọ,Ông Nguyễn Tân Thọ,Ông Nguyễn Tân Thọ,Phó Tổng Giám đốc,
Ông Đình Văn Thanh,Ông Đình Văn Thanh,Ông Đình Văn Thanh,Phó Tổng Giám đốc,
Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Phó Tổng Giám đốc,
Ông Nguyễn Khánh Hoàng,Ông Nguyễn Khánh Hoàng,Ông Nguyễn Khánh Hoàng,Phó Tổng Giám đốc (bổ nhiệm ngày 01/06/2023),
Ông Truong Quang Nhật,Ông Truong Quang Nhật,Ông Truong Quang Nhật,Phó Tổng Giám đốc (miễn nhiệm ngày 18/05/2023),
Ông Dương Đình Thanh,Ông Dương Đình Thanh,Ông Dương Đình Thanh,Phó Tổng Giám đốc (miễn nhiệm ngày 23/03/2023),
Ông Nguyễn Công Thiện,Ông Nguyễn Công Thiện,Ông Nguyễn Công Thiện,Giám đốc điều hành Miền Trung (bổ nhiệm ngày 18/07/2023),
Ông Lê Văn Viên,Ông Lê Văn Viên,Ông Lê Văn Viên,Giám đốc điều hành Miền Tây (bổ nhiệm ngày 18/07/2023),
Ông Nguyễn Lê Tân,Ông Nguyễn Lê Tân,Ông Nguyễn Lê Tân,Giám đốc điều hành Hợp đồng - Cung ứng (bổ nhiệm ngày 18/07/2023),
Ông Nguyễn Ngọc Hải,Ông Nguyễn Ngọc Hải,Ông Nguyễn Ngọc Hải,Giám đốc điều hành Thị trường nước ngoài (bổ nhiệm ngày 18/07/2023),
