row_label_raw,row_label_full,31/12/2023 > Giá trị,31/12/2023 > Dư phòng,01/01/2023 > Giá trị,01/01/2023 > Dư phòng,numeric__31/12/2023 > Dư phòng,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Dư phòng
VND,VND,VND,VND,VND,VND,,,
342.587.177.616,VND > 342.587.177.616,342.587.177.616,-,192.361.872.767,-,,192361872767.0,
193.653.920.518,VND > 193.653.920.518,193.653.920.518,-,388.619.261.083,-,,388619261083.0,
124.490.373.682,VND > 124.490.373.682,124.490.373.682,(124.490.373.682),124.490.373.682,(124.490.373.682),-124490373682.0,124490373682.0,-124490373682.0
117.341.148.812,VND > 117.341.148.812,117.341.148.812,-,51.824.240.787,-,,51824240787.0,
99.171.630.796,VND > 99.171.630.796,99.171.630.796,-,168.996.363.227,-,,168996363227.0,
2.205.505.525.822,VND > 2.205.505.525.822,2.205.505.525.822,(396.131.455.283),2.739.180.691.636,(301.187.955.116),-396131455283.0,2739180691636.0,-301187955116.0
3.082.749.777.246,VND > 3.082.749.777.246,3.082.749.777.246,(520.621.828.965),3.665.472.803.182,(425.678.328.798),-520621828965.0,3665472803182.0,-425678328798.0
