row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2023 > VND,01/01/2023 (đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2023 > VND,numeric__01/01/2023 (đã điều chỉnh) > VND
100,100,100,A. TÀI SẢN NGÁN HẠN,,13.449.275.190.035,16.300.462.478.533,,,13449275190035.0,16300462478533.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,388.531.074.373,496.252.581.750,,4.0,388531074373.0,496252581750.0
111,111,111,1. Tiền,,299.713.103.677,207.299.605.703,,,299713103677.0,207299605703.0
112,112,112,2. Các khoản tương đương tiền,,88.817.970.696,288.952.976.047,,,88817970696.0,288952976047.0
120,120,120,II. Đầu tư tài chính ngắn hạn,5,15.705.823.005,43.770.386.739,,5.0,15705823005.0,43770386739.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,15.705.823.005,43.770.386.739,,,15705823005.0,43770386739.0
130,130,130,III. Các khoản phải thu ngắn hạn,,10.669.825.106.321,13.369.255.609.063,,,10669825106321.0,13369255609063.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,7.232.690.258.971,8.707.895.013.503,,6.0,7232690258971.0,8707895013503.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,1.085.691.012.027,1.071.346.384.233,,7.0,1085691012027.0,1071346384233.0
134,134,134,3. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,8,3.082.749.777.246,3.665.472.803.182,,8.0,3082749777246.0,3665472803182.0
135,135,135,4. Phải thu về cho vay ngắn hạn,9,66.992.144.281,112.493.272.936,,9.0,66992144281.0,112493272936.0
136,136,136,5. Phải thu ngắn hạn khác,10,1.678.209.750.074,1.871.093.978.407,,10.0,1678209750074.0,1871093978407.0
137,137,137,6. Dự phòng phải thu ngắn hạn khó đòi,11,(2.476.507.836.278),(2.059.045.843.198),,11.0,-2476507836278.0,-2059045843198.0
140,140,140,IV. Hàng tồn kho,13,2.278.108.073.684,2.217.966.423.595,,13.0,2278108073684.0,2217966423595.0
141,141,141,1. Hàng tồn kho,,2.333.547.446.966,2.273.890.246.464,,,2333547446966.0,2273890246464.0
149,149,149,2. Dự phòng giảm giả hàng tồn kho,,(55.439.373.282),(55.923.822.869),,,-55439373282.0,-55923822869.0
150,150,150,V. Tài sản ngắn hạn khác,,97.105.112.652,173.217.477.386,,,97105112652.0,173217477386.0
151,151,151,1. Chi phí trả trước ngắn hạn,14,15.982.341.307,92.382.178.378,,14.0,15982341307.0,92382178378.0
152,152,152,2. Thuế GTGT được khấu trừ,,76.686.829.835,76.417.183.600,,,76686829835.0,76417183600.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,23,4.435.941.510,4.417.315.408,,23.0,4435941510.0,4417315408.0
155,155,155,4. Tài sản ngắn hạn khác,,-,800.000,,,,800000.0
