row_label_raw,row_label_full,31/12/2023 > Giá trịVND,31/12/2023 > Dự phòngVND,01/01/2023 (đã điều chỉnh) > Giá trịVND,01/01/2023 (đã điều chỉnh) > Dự phòngVND,numeric__31/12/2023 > Dự phòngVND,numeric__01/01/2023 (đã điều chỉnh) > Giá trịVND,numeric__01/01/2023 (đã điều chỉnh) > Dự phòngVND
17.006.295.992,17.006.295.992,17.006.295.992,-,16.732.784.872,-,,16732784872.0,
16.650.284.872,16.650.284.872,16.650.284.872,-,16.650.284.872,-,,16650284872.0,
356.011.120,356.011.120,356.011.120,-,82.500.000,-,,82500000.0,
7.215.683.962.979,7.215.683.962.979,7.215.683.962.979,(1.275.964.012.448),8.691.162.228.631,(949.589.140.884),-1275964012448.0,8691162228631.0,-949589140884.0
376.394.808.738,376.394.808.738,376.394.808.738,-,600.041.716.818,-,,600041716818.0,
310.178.119.282,310.178.119.282,310.178.119.282,-,312.178.119.282,-,,312178119282.0,
293.934.434.420,293.934.434.420,293.934.434.420,(153.893.944.255),297.059.959.420,(64.719.884.801),-153893944255.0,297059959420.0,-64719884801.0
239.476.458.425,239.476.458.425,239.476.458.425,-,190.510.916.901,-,,190510916901.0,
192.305.130.522,192.305.130.522,192.305.130.522,-,8.213.080.248,-,,8213080248.0,
68.160.659.037,68.160.659.037,68.160.659.037,(31.036.331.175),275.785.084.204,(41.291.535.030),-31036331175.0,275785084204.0,-41291535030.0
140.214.242.649,140.214.242.649,140.214.242.649,-,269.732.752.167,-,,269732752167.0,
174.996.338.301,174.996.338.301,174.996.338.301,-,177.832.669.378,-,,177832669378.0,
138.227.360.767,138.227.360.767,138.227.360.767,-,147.198.113.019,-,,147198113019.0,
338.023.023.966,338.023.023.966,338.023.023.966,-,402.629.293.312,-,,402629293312.0,
190.223.075.940,190.223.075.940,190.223.075.940,-,178.386.428.602,-,,178386428602.0,
4.753.550.310.932,4.753.550.310.932,4.753.550.310.932,(1.091.033.737.018),5.831.594.095.280,(843.577.721.053),-1091033737018.0,5831594095280.0,-843577721053.0
7.232.690.258.971,7.232.690.258.971,7.232.690.258.971,(1.275.964.012.448),8.707.895.013.503,(949.589.140.884),-1275964012448.0,8707895013503.0,-949589140884.0
