row_label_raw,row_label_full,Năm phát sinh,Có thể chuyển thành chi phí lãi vay được trừ đến năm,Chi phí lãi vay chưa được trừ phát sinh,Chi phí lãi vay chưa được trừ đã chuyển sang năm sau tính đến ngày 31/12/2023,Chi phí lãi vay chưa được trừ không còn được chuyển sang năm sau tính đến ngày 31/12/2023,Chi phí lãi vay chưa được trừ chưa chuyển sang năm sau tại ngày 31/12/2023,numeric__Có thể chuyển thành chi phí lãi vay được trừ đến năm,numeric__Chi phí lãi vay chưa được trừ phát sinh,numeric__Chi phí lãi vay chưa được trừ đã chuyển sang năm sau tính đến ngày 31/12/2023,numeric__Chi phí lãi vay chưa được trừ không còn được chuyển sang năm sau tính đến ngày 31/12/2023,numeric__Chi phí lãi vay chưa được trừ chưa chuyển sang năm sau tại ngày 31/12/2023
,,,,VND,VND,VND,VND,,,,,
2021,2021,2021,2026,60.495.638.851,-,-,60.495.638.851,2026.0,60495638851.0,,,60495638851.0
2022,2022,2022,2027,483.219.186.720,-,-,483.219.186.720,2027.0,483219186720.0,,,483219186720.0
2023,2023,2023,2028,627.912.782.318,-,-,627.912.782.318,2028.0,627912782318.0,,,627912782318.0
,,,,1.171.627.607.889,-,-,1.171.627.607.889,,1171627607889.0,,,1171627607889.0
